HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	YWHAZ
YWHAZ	TP53
CBL	GRB2
GRB2	HSP90AA1
HSP90AA1	PPARA
CBL	SRC
SRC	RXRA
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
CBL	ABL1
ABL1	CREB1
HSP90AA1	NFIC
GRB2	REL
CBL	SMAD3
SMAD3	CEBPA
GRB2	EP300
EP300	ETS2
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
SMAD3	CEBPB
SMAD3	JUN
CBL	EGFR
EGFR	STAT3
EP300	ETS1
SMAD3	FOS
SMAD3	E2F4
KCNH2	HSP90AA1
HSP90AA1	SP1
KCNH2	HSPA8
HSPA8	TP53
RELA	RXRA
HSPA8	FLYWCH2
FLYWCH2	RXRB
PPARA	RXRG
KCNH2	YWHAE
YWHAE	ABL1
YWHAE	TBK1
TBK1	REL
YWHAE	C1QBP
C1QBP	CEBPA
TP53	ETS2
YWHAE	HDAC4
HDAC4	NFKB1
YWHAE	NOLC1
NOLC1	CEBPB
ABL1	JUN
HSP90AA1	STAT3
TP53	ETS1
ABL1	FOS
YWHAE	XPO1
XPO1	E2F4
NFKB1	CCL4
RELA	CCL4
NFKB1	NOS2
RELA	NOS2
PPARA	FABP1
PPARA	ACSBG1
PPARA	APOC3
PPARA	FADS2
RXRA	FABP1
RXRA	FABP3
RXRA	ACSBG1
RXRA	APOC3
RXRA	FADS2
RXRB	FABP1
RXRB	FABP3
RXRB	ACSBG1
RXRB	APOC3
RXRB	FADS2
RXRG	FABP1
RXRG	FABP3
RXRG	ACSBG1
RXRG	APOC3
RXRG	FADS2
FOS	CCL4
JUN	CCL4
SP1	CDK1
TP53	APCS
CREB1	ARG1
NFIC	ARG1
E2F4	CDK1
ETS2	CDK1
CEBPB	CSRP1
REL	CSRP1
STAT3	CSRP1
CEBPA	F9
CREB1	GH2
NFIC	GH2
SP1	GH2
JUN	GJA1
SP1	GJA1
SP1	KRT5
TP53	NFIC
CEBPA	SERPINC1
ETS1	SLC26A3
REL	TNFSF10
