HTR2A	CBL
CBL	ABL1
ABL1	CREB1
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	GRB2
GRB2	EP300
EP300	EGR1
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
DRD2	FLNA
FLNA	REL
REL	NFKB1
REL	RELA
PPP1R9B	CDKN2A
CDKN2A	EGR1
DRD3	GIPC1
GIPC1	MCM7
MCM7	FHL2
FHL2	CREB1
DRD3	EPB41L1
EPB41L1	COPS5
COPS5	NFKB1
GIPC1	OGT
OGT	RELA
RELA	EGR1
DRD4	ARRB2
ARRB2	AKT1
AKT1	CREB1
ARRB2	NFKBIA
NFKBIA	NFKB1
DRD4	STUB1
STUB1	RELA
DRD4	GRB2
ADRA1B	AP2M1
AP2M1	CLTC
CLTC	EP300
EP300	CREB1
EP300	NFKB1
AP2M1	HSPA8
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
KAT5	EP300
KAT5	RELA
ADRA2A	UCHL1
UCHL1	TP53
TP53	CREB1
UCHL1	COPS5
ADRA2A	GNAI2
GNAI2	NPM1
NPM1	RELA
TP53	EGR1
ADRA2B	UCHL1
TP53	RELA
ADRA2C	UCHL1
HTR2C	CALM1
CALM1	AKT1
CALM1	DCUN1D1
DCUN1D1	NFKB1
HTR2C	DLG4
DLG4	MDM2
MDM2	RELA
DLG4	ACTN2
ACTN2	SNAI1
SNAI1	EGR1
HTR1A	HTR1D
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
S1PR1	TRIP6
TRIP6	UBE2C
UBE2C	RELA
YWHAQ	PSMA3
PSMA3	EGR1
DRD1	RANBP9
RANBP9	NR3C1
NR3C1	CREB1
NR3C1	NFKB1
RANBP9	ESR1
ESR1	RELA
ESR1	EP300
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
