HTR2A	CBL
CBL	GRB2
GRB2	HSP90AA1
HSP90AA1	NFIC
CBL	MAPK8
MAPK8	HSF1
GRB2	EP300
EP300	TFAP2A
DRD2	CALM1
CALM1	HSP90AA1
DRD2	FLNA
FLNA	FILIP1
FILIP1	HSF1
FLNA	LMNA
LMNA	RB1
RB1	TFAP2A
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	SMURF1
SMURF1	NFIC
YWHAQ	HSPB1
HSPB1	HSF1
GNAI3	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
HTR1B	MDFI
MDFI	VHL
VHL	HSP90AA1
MDFI	KAT5
KAT5	UBE2I
UBE2I	HSF1
KAT5	EP300
HTR1D	HTR1B
HTR1E	ATP5B
ATP5B	HSP90AA1
HTR1E	PSMC3
PSMC3	STAT1
STAT1	HSF1
PSMC3	TP53
TP53	TFAP2A
HTR2C	CALM1
CALM1	HSPA4
HSPA4	HSF1
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
HTR6	COPS5
COPS5	HSP90AA1
HTR6	ATM
ATM	DAXX
DAXX	HSF1
HTR6	CLTC
CLTC	EP300
HTR7	CUL3
CUL3	HSP90AA1
CUL3	SMARCA4
SMARCA4	HSF1
CUL3	NPM1
DRD1	RANBP9
RANBP9	ESR1
ESR1	SMURF1
RANBP9	UBE2I
RANBP9	APP
APP	MYC
MYC	TFAP2A
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	HSF1
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
DRD3	EPB41L1
EPB41L1	COPS3
COPS3	HSP90AA1
DRD3	RDX
RDX	HSPA4
DRD3	GIPC1
GIPC1	SH3BP4
SH3BP4	TFAP2A
DRD4	GRB2
DRD4	STUB1
STUB1	HSF1
DRD4	ARRB2
ARRB2	NPM1
ADRA1B	AP2M1
AP2M1	EEF1A1
EEF1A1	HSP90AA1
EEF1A1	CBS
CBS	HSF1
AP2M1	EPS15
EPS15	TFAP2A
ADRA2A	UCHL1
UCHL1	HSP90AA1
UCHL1	UBE2I
ADRA2A	GNAI2
ADRA2B	UCHL1
UCHL1	TP53
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	AGO2
AGO2	HSP90AA1
CHRM1	GPRASP1
GPRASP1	OPRD1
OPRD1	HSPA4
GPRASP2	TXN
TXN	TP53
CHRM2	SET
SET	NR3C1
NR3C1	HSP90AA1
CHRM2	GPRASP1
SET	TP53
CHRM3	CSNK1A1
CSNK1A1	HSP90AA1
CSNK1A1	HSPA4
CHRM3	SET
HSF1	HSPA1A
NFIC	HSPA1A
TFAP2A	HSPA1A
