HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	GRB2
GRB2	EP300
EP300	USF2
EP300	TFAP2A
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	FLNA
FLNA	REL
REL	EP300
FLNA	LMNA
LMNA	RB1
RB1	TFAP2A
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
S1PR1	TRIP6
TRIP6	POM121
POM121	BRCA1
BRCA1	USF2
S1PR1	GNAI3
GNAI3	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
HTR1B	MDFI
MDFI	VHL
VHL	SP1
MDFI	KAT5
KAT5	EP300
HTR1D	HTR1B
HTR1E	PSMC4
PSMC4	PSMC5
PSMC5	SP1
HTR1E	MEOX2
MEOX2	RELA
RELA	USF2
HTR1E	PSMC3
PSMC3	TP53
TP53	TFAP2A
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
HTR2C	DLG4
DLG4	MDM2
MDM2	EP300
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
HTR6	CLTC
CLTC	EP300
EP300	SP1
HTR7	CUL3
CUL3	CTNNB1
CUL3	GRB2
CUL3	NPM1
DRD1	RANBP9
RANBP9	ESR1
ESR1	EP300
RANBP9	APP
APP	MYC
MYC	TFAP2A
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	SP1
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	SP1
GIPC1	OGT
OGT	RELA
GIPC1	SH3BP4
SH3BP4	TFAP2A
DRD4	ARRB2
ARRB2	MAPK1
MAPK1	SP1
DRD4	GRB2
ARRB2	NPM1
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	CLTC
AP2M1	EPS15
EPS15	TFAP2A
ADRA1D	DTNA
DTNA	NUP62
NUP62	SP1
ADRA1D	GOPC
GOPC	RELA
DTNA	ACTB
ACTB	EP300
ADRA2A	UCHL1
UCHL1	CTNNB1
ADRA2A	GNAI2
NPM1	BRCA1
ADRA2B	UCHL1
CTNNB1	EP300
UCHL1	TP53
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	TXN
TXN	NFKB1
NFKB1	SP1
GPRASP2	AP1M1
AP1M1	BRCA1
TXN	TP53
CHRM2	SET
SET	TP53
TP53	SP1
SET	CCNB1
CCNB1	EP300
CHRM3	SET
TFAP2A	CCNB1
USF2	CCNB1
USF2	CEACAM1
SP1	ITGA2
TFAP2A	ITGA2
SP1	KRT18
