HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD1	RANBP9
RANBP9	ESR1
ESR1	SP1
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	SP1
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	SP1
DRD4	ARRB2
ARRB2	MAPK1
MAPK1	SP1
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
HTR1B	MDFI
MDFI	VHL
VHL	SP1
HTR1D	HTR1B
HTR1E	PSMC4
PSMC4	PSMC5
PSMC5	SP1
HTR2C	CALM1
CALM1	ESR1
HTR6	CLTC
CLTC	EP300
EP300	SP1
HTR7	CUL3
CUL3	CTNNB1
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
ADRA2A	UCHL1
UCHL1	CTNNB1
ADRA2B	UCHL1
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	TXN
TXN	NFKB1
NFKB1	SP1
CHRM2	SET
SET	TP53
TP53	SP1
CHRM3	SET
HTR2B	AGTR1
AGTR1	MAPK1
GABRA1	PRKCD
PRKCD	SP1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
GABRA4	APP
APP	MAPK8
MAPK8	SP1
GABRB1	NOD1
NOD1	HSP90AA1
GABRB2	TRAK2
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
GABRB3	MEOX2
MEOX2	RELA
RELA	SP1
GABRD	UBQLN1
UBQLN1	APP
GABRE	CUX1
CUX1	CCNA1
CCNA1	SP1
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD3
ADRB1	ARRB2
ADRB2	STAT3
STAT3	SP1
ADRB3	SRC
SRC	STAT3
