GABRA1	PRKCD
PRKCD	EP300
EP300	CEBPB
PRKCD	STAT3
GRIK1	SDCBP
SDCBP	SMARCA2
SMARCA2	CEBPB
SDCBP	SIAH1
SIAH1	STAT3
CA2	NONO
NONO	SMARCA4
SMARCA4	CEBPB
SMARCA4	STAT3
CA4	PIH1D1
PIH1D1	POLR2L
POLR2L	ESR1
ESR1	CEBPB
ESR1	STAT3
GABRA3	SDCBP2
SDCBP2	PRPF40A
PRPF40A	HNRNPK
HNRNPK	CEBPB
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	STAT3
GABRA4	APP
APP	GSK3B
GSK3B	CEBPB
APP	MAPK8
MAPK8	STAT3
GABRB1	NOD1
NOD1	CASP8
CASP8	CEBPB
NOD1	HSP90AA1
HSP90AA1	STAT3
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	BCL3
BCL3	STAT3
GABRB3	MEOX2
MEOX2	RELA
RELA	CEBPB
RELA	STAT3
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	MTOR
MTOR	STAT3
GABRE	CUX1
CUX1	BIN1
BIN1	MYC
MYC	CEBPB
GABRE	HLA-A
HLA-A	STAT3
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	CEBPB
GABARAP	TBC1D15
TBC1D15	STAT3
CEBPB	CSRP1
STAT3	CSRP1
