HTR2A	CBL
CBL	EGFR
EGFR	STAT3
CBL	SMAD3
SMAD3	CEBPB
CBL	GRB2
GRB2	REL
CBL	CTNNB1
CTNNB1	CREBBP
GRB2	EP300
CTNNB1	HIF1A
EP300	ARNT
CTNNB1	SP1
CBL	HSPA4
HSPA4	NFKB1
SMAD3	JUN
CBL	HSPA8
HSPA8	RELA
CBL	YWHAZ
YWHAZ	TP53
CBL	SMAD7
SMAD3	NCOA1
NCOA1	RARB
EP300	TFAP2A
DRD2	PAWR
PAWR	STAT1
STAT1	STAT3
DRD2	CALM1
CALM1	ESR1
ESR1	CEBPB
DRD2	FLNA
FLNA	REL
REL	CREBBP
REL	EP300
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
CALM1	HSP90AA1
HSP90AA1	ARNT
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
REL	NFKB1
FLNA	RBM39
RBM39	JUN
REL	RELA
FLNA	RANBP2
RANBP2	TP53
COPS5	SMAD7
COPS5	NCOA1
FLNA	LMNA
LMNA	RB1
RB1	TFAP2A
CREBBP	ALDOA
CREBBP	HK1
CREBBP	HMOX1
CREBBP	LTBR
EP300	ALDOA
EP300	HK1
EP300	HMOX1
EP300	LTBR
HIF1A	ALDOA
HIF1A	HK1
HIF1A	HMOX1
HIF1A	LTBR
ARNT	ALDOA
ARNT	HK1
ARNT	HMOX1
ARNT	LTBR
STAT3	MYC
NFKB1	CEBPB
RELA	CEBPB
JUN	ALDOA
SP1	ALDOA
TP53	APCS
CEBPB	CSRP1
REL	CSRP1
STAT3	CSRP1
NFKB1	HMOX1
SMAD7	HMOX1
SP1	HMOX1
STAT3	HMOX1
TFAP2A	HMOX1
RARB	MIF
JUN	MYC
NFKB1	MYC
RELA	MYC
SP1	MYC
TFAP2A	MYC
TP53	MYC
SP1	SOD1
SP1	TPI1
