GABRA1	PRKCD
PRKCD	EP300
EP300	TFAP2A
EP300	USF2
PRKCD	APP
APP	MYC
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	TFAP2A
TP53	EP300
SDCBP2	C1orf35
C1orf35	APP
GABRA4	APP
MYC	TFAP2A
APP	EEF1D
EEF1D	RELA
RELA	USF2
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	BRCA1
BRCA1	USF2
NOD1	HSP90AA1
HSP90AA1	MYC
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	TP53
GSK3B	RELA
GSK3B	MYC
GABRB3	PRKCA
PRKCA	EP300
GABRB3	MEOX2
MEOX2	RELA
MEOX2	KAT5
KAT5	MYC
GABRD	UBQLN1
UBQLN1	EPS15
EPS15	TFAP2A
UBQLN1	RAD23B
RAD23B	BRCA1
UBQLN1	APP
GABRE	FAM189B
FAM189B	HECW2
HECW2	TFAP2A
GABRE	CUX1
CUX1	SATB1
SATB1	EP300
CUX1	BIN1
BIN1	MYC
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	PPARG
PPARG	TFAP2A
GABARAP	ATG7
ATG7	EP300
NEDD4	YY1
YY1	MYC
TNFSF11	EZH2
EZH2	BRCA1
BRCA1	TFAP2A
TNFSF11	EEF1A1
EEF1A1	GTF2I
GTF2I	MYC
MYC	CCNB1
TFAP2A	CCNB1
USF2	CCNB1
