HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	SMAD3
SMAD3	JUN
CTNNB1	CREBBP
CBL	GRB2
GRB2	EP300
CTNNB1	HIF1A
EP300	ARNT
EP300	ETS1
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
SMAD3	FOS
SMAD3	CEBPB
SMAD3	CEBPA
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	FLNA
FLNA	RBM39
RBM39	JUN
FLNA	REL
REL	CREBBP
REL	EP300
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
DRD2	CALM1
CALM1	HSP90AA1
HSP90AA1	ARNT
REL	NFKB1
REL	RELA
FLNA	LMNA
LMNA	PML
PML	FOS
CALM1	ESR1
ESR1	CEBPB
LMNA	KAT5
KAT5	CEBPA
GRIA2	GRIP1
GRIP1	CTNNB1
GRIA2	SDCBP
SDCBP	MBD3
MBD3	JUN
GRIP1	CREBBP
SDCBP	ZBTB8A
ZBTB8A	EP300
SDCBP	TRAF6
TRAF6	HIF1A
SDCBP	SIAH1
SIAH1	PIAS2
PIAS2	ARNT
GRIA2	RAB11A
RAB11A	TDP2
TDP2	ETS1
GRIP1	HDAC1
HDAC1	NFKB1
CREBBP	RELA
CREBBP	FOS
SDCBP	SMARCA2
SMARCA2	CEBPB
GRIP1	VDR
VDR	CEBPA
GRIA3	GRIP1
GRIA3	SDCBP
CREBBP	ETS1
JUN	CDK5
NFKB1	TNF
RELA	TNF
CREBBP	HK2
CREBBP	VEGFC
EP300	HK2
EP300	VEGFC
HIF1A	HK2
HIF1A	VEGFC
ARNT	HK2
ARNT	VEGFC
NFKB1	VEGFC
RELA	VEGFC
ETS1	VEGFC
FOS	VEGFC
JUN	VEGFC
FOS	TNF
JUN	TNF
CEBPA	ADH7
CEBPA	ALB
CEBPB	ALB
SP1	ALB
JUN	GJA1
SP1	GJA1
CEBPB	TNF
ETS1	TNF
SP1	TNF
