HTR2A	CBL
CBL	GRB2
GRB2	EP300
EP300	EGR1
CBL	CTNNB1
CTNNB1	SP1
CTNNB1	HIF1A
EP300	TFAP2A
GRB2	HSP90AA1
HSP90AA1	PPARA
CBL	SRC
SRC	RXRA
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
ADRA2A	UCHL1
UCHL1	TP53
TP53	EGR1
UCHL1	CTNNB1
ADRA2A	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
UCHL1	UBE2I
UBE2I	PPARA
UBE2I	RXRA
GNAI2	MDFI
MDFI	NR1H2
NR1H2	RXRB
GNAI2	TRIP6
TRIP6	AJUBA
AJUBA	RXRG
HTR2C	DLG4
DLG4	ACTN2
ACTN2	SNAI1
SNAI1	EGR1
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
DLG4	MDM2
MDM2	HIF1A
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
CALM1	HSP90AA1
DLG4	KCNA4
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
NR3C1	RXRB
MDM2	CUL1
CUL1	RXRG
OPRK1	SIAH1
SIAH1	STAT3
STAT3	EP300
STAT3	SP1
STAT3	HIF1A
SIAH1	NPM1
SIAH1	UBE2I
SIAH1	CTNNB1
ADRA2C	UCHL1
TP53	TFAP2A
HTR7	CUL3
CUL3	GRB2
CUL3	CTNNB1
CUL3	NPM1
CUL3	HSP90AA1
CUL3	SMN1
SMN1	RXRA
CUL3	APP
APP	AKAP13
AKAP13	RXRB
CUL3	CUL1
ADRA1B	AP2M1
AP2M1	CLTC
CLTC	EP300
AP2M1	SFPQ
SFPQ	SP1
EP300	HIF1A
AP2M1	EPS15
EPS15	TFAP2A
AP2M1	EEF1A1
EEF1A1	GADD45G
GADD45G	PPARA
AP2M1	CSNK2B
CSNK2B	RXRA
SFPQ	NR3C1
SFPQ	PPARG
ADRA1D	GOPC
GOPC	RELA
RELA	EGR1
ADRA1D	DTNA
DTNA	NUP62
NUP62	SP1
RELA	HIF1A
DTNA	ACTB
ACTB	EP300
RELA	PPARA
RELA	RXRA
ADRA1D	SNTB2
SNTB2	ABCA1
ABCA1	NR1H2
NR1H2	RXRG
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	EGR1
CDKN2A	SP1
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
DRD2	FLNA
FLNA	LMNA
LMNA	RB1
RB1	TFAP2A
DRD2	CALM1
LMNA	PML
PML	RXRA
FLNA	RANBP2
RANBP2	AKAP13
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
DRD3	GIPC1
GIPC1	OGT
OGT	RELA
GIPC1	MCM7
MCM7	RB1
RB1	SP1
MCM7	HIF1A
GIPC1	SH3BP4
SH3BP4	TFAP2A
GIPC1	MMS19
MMS19	THRB
THRB	RXRB
THRB	RXRG
SLC6A2	STX1A
STX1A	PSMA3
PSMA3	EGR1
SLC6A2	SNCA
SNCA	MAPK8
MAPK8	SP1
SNCA	MAPK1
MAPK1	HIF1A
SLC6A2	ACTB
SNCA	APP
AKAP13	PPARA
MAPK1	RXRA
MAPK8	NR4A1
NR4A1	RXRG
SLC6A4	CALR
CALR	PFDN5
PFDN5	EGR1
SLC6A4	SNCA
APP	MYC
MYC	TFAP2A
SLC6A3	STX1A
SLC6A3	TGFB1I1
TGFB1I1	SMAD3
SMAD3	SP1
SMAD3	HIF1A
SLC6A3	EPS15
SMAD3	NCOA1
NCOA1	PPARA
SLC6A3	SNCA
TGFB1I1	NR3C1
SLC6A3	NEDD4
NEDD4	PPARG
HTR2B	AGTR1
AGTR1	ZBTB16
ZBTB16	EP300
AGTR1	MAPK1
MAPK1	SP1
AGTR1	ARRB2
ARRB2	NPM1
ARRB2	CDK3
CDK3	PPARA
ZBTB16	NR3C1
ZBTB16	NCOR2
NCOR2	RXRG
DRD1	RANBP9
RANBP9	ESR1
ESR1	EP300
ESR1	HIF1A
RANBP9	APP
RANBP9	UBE2I
RANBP9	NR3C1
RANBP9	THRB
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	SP1
HSP90AA1	HIF1A
GNA13	PTK2B
PTK2B	SRC
GNA13	PRKAR2A
PRKAR2A	AKAP13
PPARA	RXRG
ADRB1	ARRB2
ARRB2	CSK
CSK	CREBBP
CREBBP	EGR1
ARRB2	MAPK1
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	MLLT4
MLLT4	NR2C2
NR2C2	RXRB
ARRB2	RPA1
RPA1	CUL1
ADRB2	STAT3
STAT3	RELA
ADRB2	SRC
ADRB2	TSG101
TSG101	NR3C1
SRC	THRB
HIF1A	PFKL
PPARA	NR1H3
RXRA	NR1H3
RXRB	NR1H3
RXRG	NR1H3
HIF1A	ADM
TFAP2A	ADM
EGR1	CD44
SP1	CD44
EGR1	FCER2
