GABRA1	PRKCD
PRKCD	STAT3
STAT3	RB1
RB1	TFDP2
PRKCD	EP300
EP300	E2F1
PRKCD	ELAVL1
ELAVL1	E2F2
ELAVL1	E2F3
PRKCD	TP53
TP53	TFDP1
PRKCD	HSP90AA1
HSP90AA1	PPARA
EP300	RXRA
PRKCD	APP
APP	AKAP13
AKAP13	RXRB
EP300	PPARG
PPARG	RXRG
PRKCD	SP1
SP1	POU2F1
APP	HMGA1
HMGA1	POU2F2
ELAVL1	CEBPA
STAT3	NFKB1
STAT3	PML
PML	SPI1
EP300	REL
REL	NEUROG3
STAT3	RELA
PRKCD	VHL
VHL	GLI1
STAT3	HDAC1
HDAC1	GLI2
PRKCD	GSK3A
GSK3A	GLI3
GABRA3	SDCBP2
SDCBP2	BEND7
BEND7	TRIM27
TRIM27	RB1
SDCBP2	ZNF581
ZNF581	KDM1A
KDM1A	E2F1
RB1	E2F2
RB1	E2F3
SDCBP2	ZCCHC10
ZCCHC10	TP53
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	PPARA
UBE2I	RXRA
SDCBP2	C1orf35
C1orf35	APP
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	CUL1
CUL1	RXRG
PRPF40A	XRCC6
XRCC6	POU2F1
XRCC6	POU2F2
BEND7	C1QBP
C1QBP	CEBPA
TP53	SP1
ZNF581	BANP
BANP	NFKB1
PRPF40A	NONO
NONO	SPI1
SDCBP2	SEC23A
SEC23A	HSPA4
HSPA4	REL
TP53	RELA
TIFA	TRAF6
TRAF6	ITCH
ITCH	GLI1
TRIM27	HDAC1
TRAF6	KRAS
KRAS	GLI3
GABRA4	APP
APP	MCM7
MCM7	RB1
APP	KAT5
KAT5	E2F1
APP	PSEN2
PSEN2	ELAVL1
APP	CDC20
CDC20	TFDP1
AKAP13	PPARA
APP	GSK3B
GSK3B	RXRA
APP	MAPK8
MAPK8	NR4A1
NR4A1	RXRG
APP	HSPA8
HSPA8	POU2F1
MAPK8	CEBPA
MAPK8	SP1
GSK3B	NFKB1
MAPK8	SPI1
MAPK8	REL
MAPK8	TP53
APP	EEF1D
EEF1D	RELA
APP	MYC
MYC	GLI1
APP	APBB1
APBB1	HDAC1
HDAC1	GLI3
GABRB1	NOD1
NOD1	UBC
UBC	E2F1
E2F1	TFDP2
NOD1	CASP9
CASP9	RB1
NOD1	RNF34
RNF34	FZR1
FZR1	E2F3
RNF34	TP53
NOD1	HSP90AA1
NOD1	CASP2
CASP2	RXRA
HSP90AA1	NR3C1
NR3C1	RXRB
UBC	CUL1
UBC	BRCA1
BRCA1	POU2F1
NOD1	CFLAR
CFLAR	XRCC6
UBC	C1QBP
HSP90AA1	SP1
NOD1	COPS6
COPS6	NFKB1
UBC	ARF1
ARF1	SPI1
UBC	FHL2
FHL2	REL
CFLAR	ITCH
TP53	HDAC1
HSP90AA1	FBXW11
FBXW11	GLI3
GABRB2	TRAK2
TRAK2	KLC1
KLC1	KRT31
KRT31	LIN37
LIN37	TFDP2
TRAK2	GSK3B
GSK3B	AR
AR	E2F1
TRAK2	PRKAG1
PRKAG1	FAS
FAS	RB1
TRAK2	OGT
OGT	HCFC1
HCFC1	E2F3
GSK3B	TP53
GSK3B	RELA
RELA	PPARA
KLC1	APP
TRAK2	PRKAB2
PRKAB2	MDFI
MDFI	NR1H2
NR1H2	RXRG
PRKAB2	PRKDC
PRKDC	POU2F1
PRKAB2	YY1AP1
YY1AP1	CEBPA
PRKAB2	CRX
CRX	SP1
PRKAB2	GATA1
GATA1	SPI1
PRKAB2	REL
GSK3B	MYC
REL	HDAC1
TRAK2	GSK3A
GABRB3	MEOX2
MEOX2	KAT5
KAT5	RB1
GABRB3	PRKCA
PRKCA	ELAVL1
GABRB3	PRKACA
PRKACA	HDAC1
HDAC1	E2F3
ELAVL1	TFDP1
MEOX2	RELA
RELA	RXRA
MEOX2	RARB
RARB	RXRB
RARB	RXRG
PRKACA	POU2F1
PRKCA	HMGA1
KAT5	CEBPA
RELA	SP1
RELA	NFKB1
HDAC1	SPI1
RELA	REL
RELA	TP53
PRKACA	ITCH
PRKCA	GLI3
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	RBL1
RBL1	TFDP2
NEDD4	CUL1
CUL1	E2F1
GABARAP	ATG7
ATG7	SHMT2
SHMT2	E2F2
GABARAP	TAX1BP1
TAX1BP1	EMILIN1
EMILIN1	FZR1
GABARAP	DVL2
DVL2	TP53
ATG7	SIRT1
SIRT1	PPARA
NEDD4	SRC
SRC	RXRA
NEDD4	PPARG
PPARG	RXRB
NEDD4	EPRS
EPRS	POU2F1
GABARAP	FKBP4
FKBP4	NR3C1
NR3C1	POU2F2
SMAD3	CEBPA
SMAD3	SP1
TAX1BP1	TNIP1
TNIP1	NFKB1
DVL2	CSNK2A1
CSNK2A1	SPI1
TAX1BP1	TBK1
TBK1	REL
GABARAP	KEAP1
KEAP1	RELA
TAX1BP1	ITCH
GABARAP	RB1CC1
RB1CC1	SKI
SKI	GLI2
KEAP1	FBXW11
GABRD	UBQLN1
UBQLN1	UBC
UBQLN1	PSEN2
UBQLN1	APP
UBQLN1	UBQLN4
UBQLN4	RXRA
UBQLN1	UBE3A
UBE3A	RARA
RARA	RXRG
UBQLN1	GAPDH
GAPDH	POU2F1
UBE3A	CEBPA
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	RAP1GDS1
RAP1GDS1	KRAS
GABRE	CUX1
CUX1	CCNA1
CCNA1	RB1
CCNA1	E2F1
CUX1	TLE4
TLE4	HDAC1
CUX1	EHMT2
EHMT2	TP53
CUX1	SATB1
SATB1	UBE2I
GABRE	LSR
LSR	RARG
RARG	RXRA
RARG	RXRB
RARG	RXRG
GABRE	FAM189B
FAM189B	HSPA8
TLE4	POU2F2
CUX1	BIN1
BIN1	MYC
