TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	PSEN1
PSEN1	ATF6
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	JUN
PRKACA	CREB1
RAPGEF3	MAPK14
MAPK14	CEBPB
PRKACA	NFKB1
NFKB1	TRAF3
TRAF3	TBK1
TBK1	REL
PRKACA	CREBBP
CREBBP	SP1
PRKACA	RELA
PRKACA	ATF4
PRKACA	ATF2
PRKACA	XBP1
XBP1	CEBPA
NFKB1	NFKB2
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
PRKACA	NFATC1
MAPK8	NFATC3
PRKACA	CALML6
CALML6	PPP3CA
PPP3CA	NFATC4
TP53	GADD45G
TCF7L2	MYC
TCF7L1	BIRC5
JUN	CXCL1
STAT4	SOCS5
STAT5A	CCND3
STAT5B	SOCS3
TP53	SESN1
NFKB1	TRAF4
CREB1	HLA-DRA
CREB1	HLA-DRB1
CREB1	HLA-DRB3
RFXAP	LOC100509457
RFXAP	LOC101060835
MYB	TSC22D3
MYBL1	TSC22D3
PPARG	SAT1
EGR1	ABCB1
EGR2	ABCB1
ETS1	ABCB1
JUN	ABCB1
NFKB1	ABCB1
SP1	ABCB1
TP53	ABCB1
TFAP2A	CDKN1A
SP2	CEACAM1
TFAP2A	CYP11A1
SP1	CYP1A1
SP3	CYP1A1
USF1	CYP1A1
SP1	CYP21A2
JUNB	DCN
E2F4	DHFR
TFAP2A	HMOX1
BCL3	NFKB2
ATF1	PLAUR
SP2	PLP1
NFIC	POLE2
