HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
RXRA	RARB
HRAS	MAPK1
MAPK1	TP53
PIK3R5	GSK3B
GSK3B	GLI1
GSK3B	GLI2
GSK3B	GLI3
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
MAPK1	SMAD2
SMAD2	SP1
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
MAPK1	CREB3
CREB3	ATF1
CREB3L1	PDYN
CREB5	FOS
NFKB1	BIRC2
GLI1	WNT16
GLI1	PTCH1
GLI1	BMP4
GLI1	WNT9A
GLI1	WNT10A
GLI1	WNT3A
GLI3	BMP2
EP300	FASLG
IRF3	IFNB1
CREBBP	FLT1
CREBBP	ANGPT1
EP300	FLT1
EP300	ANGPT1
HIF1A	FLT1
HIF1A	ANGPT1
STAT4	SOCS2
STAT5B	SOCS1
EP300	MITF
LEF1	MITF
CREB3L3	MITF
FOS	PGF
JUN	MMP2
NFYA	LOC100509457
RFX5	HLA-DQA1
RFX5	HLA-DQA2
RFX5	HLA-DQB1
ETS2	TWF2
ETV4	PLAUR
FOS	PLAUR
CEBPA	ALB
SP1	ALB
SP1	ALDH3A1
SP3	CDKN1A
SP3	CTSB
STAT3	FOS
CREB1	JUN
ERG	JUN
ETS2	JUN
SP1	KRT5
SP1	LCAT
ATF1	LDHA
ETS1	LYZ
MYB	MAT2A
SP2	MAT2A
PPARA	MMP9
TP53	S100B
RELA	SAA2
CEBPA	TF
ESR1	TFF1
ATF2	TNF
CEBPD	TNF
STAT3	TRH
JUN	TSHB
