HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	CREB1
MAPK1	SMAD3
MAPK1	SMAD4
MAPK1	SMAD2
SMAD2	SP1
MAPK1	STAT3
MAPK1	STAT1
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HRAS	JUN
MAPK1	ETS1
HRAS	FOS
HIF1A	ARNT
HRAS	MAPK8
MAPK8	JUND
MAPK8	JUNB
HRAS	RAF1
RAF1	RELA
MAPK1	ELK4
ETS1	SRF
MAPK1	ESR1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
RAF1	NFKB1
MAPK1	ESR2
MAPK1	ATF2
SMAD2	YAP1
SMAD2	WWTR1
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
MAPK1	ELK1
ELK1	EGR1
MAPK1	TP53
MAPK1	MYC
MYC	ZBTB17
MYC	PIAS2
ITGB2	PIK3R5
PIK3R5	AKT3
AKT3	CREB1
ITGB2	PTK2
PTK2	MAPK1
CREBBP	SP1
ITGB2	SRC
SRC	STAT3
STAT3	STAT1
AKT3	JUN
PIK3R5	HRAS
PTK2	MAPK14
MAPK14	JUND
MAPK14	JUNB
AKT3	RELA
PIK3R5	GSK3B
GSK3B	NFATC2
NFATC2	SRF
STAT3	ESR1
PIK3R5	PLCE1
AKT3	NFKB1
STAT3	ESR2
AKT3	ATF2
AKT3	PPP1CA
PPP1CA	YAP1
PPP1CA	WWTR1
GSK3B	MYC
NR3C2	ATP1A3
NR3C2	ATP1B2
GLI2	WNT11
GLI2	WNT9A
GLI2	WNT10A
GLI3	BMP4
EGR3	FASLG
MAPK8	JUN
CREBBP	FIGF
CREBBP	ANGPT4
EP300	FIGF
EP300	ANGPT4
HIF1A	FIGF
HIF1A	ANGPT4
HIF1A	PGK1
ARNT	EGF
ARNT	FLT1
ARNT	LDHA
ARNT	SERPINE1
ARNT	ANGPT4
ARNT	PDK1
ARNT	PFKFB1
ARNT	PFKFB2
ARNT	PGK1
SOS1	CCND3
SOS2	SPRY3
HNF1A	HNF4G
TCF7L2	MITF
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
TP53	PERP
ETS1	FIGF
ETS1	CCND1
IRF1	IL12B
CREB3L4	BCL2
PPARA	APOC3
PPARA	UCP1
PPARG	ANGPTL4
RXRA	SORBS1
RXRA	APOC3
RXRA	ILK
RXRA	ACSL5
RXRG	EHHADH
IRF7	IFNA8
NFYC	HLA-DQB1
NFYC	HLA-DRB1
MAPK8	IL1A
RFXAP	HLA-DOA
LEF1	PPARD
LEF1	FOSL1
TCF7	MMP7
TCF7	PPARD
SP1	CAV1
STAT1	EGFR
TFAP2A	ERBB2
BRCA1	ESR1
BRCA2	ESR1
PPARG	ESR1
STAT5B	ESR1
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
ETS1	IL5
JUND	IL5
ERG	MMP3
ETS2	MMP3
FLI1	MMP3
PPARG	MMP9
RARG	S100A9
PPARD	SERPINE1
TFAP2A	TAF7
ATF1	TG
ATF1	TNF
ETS1	TNNC1
CREB1	TRH
PAX1	VHL
NFKB1	VWF
