HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	RAF1
RAF1	NFKB1
HRAS	JUN
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
MAPK1	ELK1
ELK1	EGR1
HRAS	FOS
MAPK1	TP53
RAF1	RELA
HRAS	PIK3R5
PIK3R5	GSK3B
GSK3B	GLI1
GSK3B	GLI2
GSK3B	GLI3
HRAS	MAPK14
MAPK14	CEBPB
MAPK1	ETS1
SMAD2	YAP1
MAPK1	STAT1
ITGAL	SRC
SRC	RAC1
RAC1	NFKB1
SRC	HRAS
SRC	STAT3
STAT3	ESR1
ESR1	SP1
ITGAL	PTK2
PTK2	ITGB1
ITGB1	PRKACA
PTK2	MAPK1
RAC1	RELA
SRC	PIK3R5
PTK2	MAPK14
SRC	CTNNB1
CTNNB1	LEF1
LEF1	YAP1
STAT3	STAT1
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
JUN	NFKB1
HDAC2	THRA
THRA	CTNNB1
CTNNB1	CREBBP
CREBBP	SP1
HDAC2	THRB
THRB	PIK3R5
PIK3R5	PLCE1
THRB	GATA4
GATA4	SRF
SRF	ELK1
HDAC2	HDAC1
HDAC1	FOS
CREBBP	TP53
JUN	RELA
YAP1	GLI2
NFKB1	CEBPB
SRF	ETS1
HDAC2	RBPJL
RBPJL	MYC
MYC	PIAS2
PIAS2	STAT1
CREB5	PDYN
GLI1	HHIP
GLI1	WNT5B
HIF1A	BCL2
HIF1A	HKDC1
TEAD1	AXIN2
PAX6	PDX1
NFYB	HLA-DQB1
NFYB	HLA-DRA
NFYC	LOC100507714
NFYC	LOC100509457
NFYC	LOC101060835
NFYC	HLA-DQA1
CREB1	ADRB2
ETS1	CD79B
NFKB1	CD83
SP1	CD83
SP3	CD83
EGR1	CD9
TFAP2A	CYP11A1
ETV4	ERBB2
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
CREB1	GSTP1
FOS	GSTP1
NFIC	HBA2
SP1	HBZ
RELA	HDAC1
RELA	HDAC2
ESR1	JUN
SP3	LCAT
NFKB1	MAT2A
POU2F1	VWF
