HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	MAPK1
MAPK1	TP53
MAPK1	FOXO3
HRAS	JUN
MAPK1	CREB1
MAPK1	ETS1
MAPK1	CREB3
CREB3	ATF1
MAPK1	SMAD2
SMAD2	SP1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
MAPK1	STAT1
SMAD2	E2F4
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
MAPK1	STAT3
STAT3	STAT4
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
MAPK1	ATF2
ITGB2	PIK3R5
ITGB2	PTK2
PTK2	MAPK1
PIK3R5	AKT3
AKT3	FOXO3
AKT3	JUN
AKT3	CREB1
AKT3	CREB3
CREBBP	SP1
AKT3	NFKB1
AKT3	RELA
ITGB2	SRC
SRC	STAT3
STAT3	STAT1
PIK3R5	PLCE1
AKT3	ATF2
TFDP2	CCNE2
LEF1	CCND1
RBPJ	FCER2
CTNNB1	CCND3
NFKB1	TNF
MAPK9	JUN
RELA	IL6
CREBBP	SERPINE1
CREBBP	PFKFB1
CREBBP	PFKL
EP300	SERPINE1
EP300	PFKFB1
EP300	PFKL
HIF1A	SERPINE1
HIF1A	PFKFB1
TEAD1	SNAI2
TEAD4	CCND3
TEAD3	AXIN1
TCF7L1	AXIN1
TEAD2	MYC
STAT5A	SOCS7
STAT6	SOCS4
MITF	TYRP1
NFKB1	IL1B
NFKB1	PLAU
NFKB1	TRAF1
NFKB2	TNFSF13B
RELB	ICAM1
PIK3CG	PDPK1
RBPJ	HES5
TP53	BAX
NFKB1	FIGF
RXRB	GK2
NFYA	LOC101060835
NFYC	LOC100507714
NFYC	LOC101060835
MAPK9	TNF
RFX5	HLA-DRB4
RFX5	HLA-DRB5
BCL6	ADH6
SP1	ADH6
TFAP2A	ADM
CREB1	ADRA1A
SP1	ADRA1A
TFAP2A	ADRA1A
SPI1	B2M
USF1	B2M
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
POU5F1	HMGB2
SPI1	NFKB1
ETS1	PLAU
PPARG	PTGS2
MYC	PTMA
PPARA	SERPINE1
SP1	SERPINE1
NFIC	SFTPC
JUN	TFRC
PAX8	TG
HOXA4	TH
ERG	TNNC1
JUN	TNNC1
SMAD4	TNNC1
HIF1A	VHL
ERG	VIM
