HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	CREB1
MAPK1	ATF4
MAPK1	ATF2
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	CREB3
MAPK1	ATF6B
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
SMAD2	SP1
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	RAF1
RAF1	NFKB1
MAPK1	MYC
HRAS	JUN
PIK3R5	MTOR
MTOR	PPARG
RAF1	RELA
MAPK1	ETS1
RXRA	RARB
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
CREB3	ATF1
HRAS	FOS
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
HRAS	MAPK8
MAPK8	JUND
MAPK1	MITF
HRAS	MAPK14
HRAS	MAPK11
HRAS	MAPK13
MAPK1	STAT1
STAT1	MYD88
CREBBP	RBPJL
RBPJL	HES1
HES1	NEUROG3
NEUROG3	PAX6
MAPK14	CEBPB
NFKB1	NFKB2
ITGB2	PTK2
PTK2	MAPK1
ITGB2	PIK3R5
PIK3R5	AKT3
AKT3	CREB1
AKT3	ATF4
AKT3	ATF2
AKT3	CREB3
AKT3	ATF6B
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
CREBBP	SP1
PIK3R5	PLCE1
AKT3	NFKB1
PIK3R5	GSK3B
GSK3B	MYC
AKT3	JUN
AKT3	RELA
PIK3R5	HRAS
PIK3R5	EGFR
EGFR	SOS1
EGFR	SOS2
PTK2	MAPK14
MAPK14	JUND
PTK2	MAPK11
PTK2	MAPK13
ITGB2	SRC
SRC	STAT3
STAT3	STAT1
AKT3	CHUK
CHUK	NFKB2
NPAS2	RORA
NPAS2	RORC
NPAS2	BHLHE40
NPAS2	NR1D1
CLOCK	CRY2
CLOCK	RORA
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	FCER2
RBPJ	MYC
CTNNB1	CCND1
CTNNB1	CCND3
CREB3	PCNA
ATF6B	IL8
NFKB1	TNF
RELA	IL6
CREB3L1	PCNA
CREBBP	ENO1
CREBBP	SERPINE1
CREBBP	PFKL
CREBBP	VEGFB
EP300	ENO1
EP300	SERPINE1
EP300	PFKL
EP300	VEGFB
HIF1A	ENO1
HIF1A	SERPINE1
LEF1	CCND2
LEF1	CCND3
TCF7	CCND3
TCF7L2	BIRC2
SOS1	SPRY3
SOS1	SPRY1
STAT2	CCND3
STAT2	SOCS3
STAT5A	SOCS4
STAT5B	SOCS5
HNF1A	HNF4A
MITF	DCT
MAPK1	CDK4
MAPK3	CDK4
MAPK3	CCND1
PIK3R2	AKT1
RBPJ	HES1
TP53	GTSE1
TP53	BAI1
EPAS1	PDGFB
EPAS1	TGFB1
FOS	PGF
MYC	CDK4
NFKB2	TRAF2
RELA	NOS2
ATF4	BCL2
CREB3L2	BCL2
PPARA	CYP7A1
PPARA	ACSL3
PPARD	ACADL
PPARD	ANGPTL4
PPARG	CYP27A1
PPARG	ACSL6
RXRA	CYP27A1
RXRA	FABP1
RXRB	OLR1
NFKB1	IL18
NFYA	HLA-DQA1
NFYB	HLA-DRB4
NFYB	HLA-DRB5
NFYB	CD74
NFYC	LOC100507709
MAPK1	IL1A
MAPK1	IL1B
RFX5	HLA-DQA1
RFX5	HLA-DQA2
RFXAP	LOC100507714
RFXAP	CD74
RFXANK	HLA-DMA
NFAT5	PTGS2
NFKB1	REL
POU2F1	REL
SP1	REL
USF1	SERPINE1
USF2	XRCC6
JUN	ABCA1
SP3	ABCA1
USF2	ABCA1
USF2	CALCA
E2F4	CAV1
SP1	CAV1
MYC	CCNB1
TFAP2A	CCNB1
USF1	CCNB1
USF2	CCNB1
USF2	CEACAM6
ATF1	CGA
ATF4	CGA
CREB1	CGA
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
REL	CSF2
NFIC	CSNK2A1
NFKB1	CSNK2A1
CEBPB	CSRP1
REL	CSRP1
USF2	CTSB
SP1	CTSL
ETS1	DNTT
SP1	EGFR
TFAP2A	EGFR
TP53	EGFR
CREB1	ERBB2
ELK1	ERBB2
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
CEBPA	GPX4
CREM	GPX4
CREB1	ODC1
WT1	ODC1
NFIC	PCK2
TP53	PCNA
ELK1	PDGFB
SP1	PDGFB
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
PPARG	PTGS2
REL	PTGS2
USF1	PTGS2
MYC	PTMA
SP1	RELA
RARA	S100A8
PPARA	SERPINE1
NFIC	SFTPC
USF2	SP1
POU2F1	SPP1
JUN	TFRC
HOXA4	TH
FOS	TIMP1
STAT1	TIMP1
ERG	TNNC1
SMAD4	TNNC1
HIF1A	TP53
STAT1	TP53
HIF1A	VHL
