TYMS	ITPA
ITPA	ADCY1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	TP53
TP53	TP73
ADCY1	PRKACA
PRKACA	NFKB1
NFKB1	NFKB2
PRKACA	MAPK1
MAPK1	MYC
MYC	ZBTB17
RAPGEF3	MAPK14
MAPK14	MAX
MAX	PIAS2
PRKACA	CREBBP
PRKACA	EP300
PRKACA	RELA
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
NFKB1	HIF1A
MAPK8	JUN
CREBBP	ARNT
PRKACA	PSEN1
PSEN1	ATF6
MAPK8	SMAD3
CREBBP	SP1
MAPK14	ELK4
PRKACA	NFATC1
NFATC1	SRF
MAPK1	STAT3
MAPK1	STAT1
CREB3L4	ARC
CREB3L2	ARC
GLI2	WNT9A
GLI3	BMP4
MAPK14	CXCL1
EGR2	FASLG
ATF4	IL8
NFATC3	TNF
CREBBP	ALDOA
CREBBP	HK2
CREBBP	LTBR
EP300	ALDOA
EP300	HK2
EP300	LTBR
HIF1A	ALDOA
HIF1A	HK2
HIF1A	LTBR
HIF1A	TEK
ARNT	EDN1
SMAD2	CTGF
TEAD1	GLI2
TEAD4	AXIN1
SOS1	CCND3
SOS2	SPRY3
STAT4	CCND1
STAT5A	SOCS7
STAT5A	SOCS1
STAT5B	SOCS7
STAT5B	MYC
STAT6	SOCS4
STAT6	PIM1
TP53	FAS
TP53	SERPINE1
TP53	PERP
RXRA	APOC3
RXRA	ILK
RXRA	ACSL5
RXRB	GK2
MAPK3	IL12B
TCF7	MMP7
TCF7	PPARD
CEBPA	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
ATF2	CGA
ESR1	CGA
ETS2	CGA
USF1	CTSB
TFAP2A	HMOX1
STAT1	IRF1
HIF1A	ITGB2
ETS2	MMP3
PPARG	MMP9
TFAP2A	POLD2
RARB	S100A9
SPI1	SERPINB1
EGR1	SERPINE1
SP1	TAF7
JUN	TFPI2
SP1	TFPI2
CEBPA	TK1
ELK1	TNF
SP1	TNF
SP1	TPI1
POU2F1	TXNRD1
CEBPA	UBE2L3
SMAD3	ZFP36
