AR	PRKACA
PRKACA	NFKB1
NFKB1	TRAF6
TRAF6	IRF7
TRAF6	MYD88
PRKACA	CREBBP
CREBBP	SP1
PRKACA	CREB1
PRKACA	MAPK1
MAPK1	JUN
PRKACA	EP300
NFKB1	HIF1A
CREBBP	ARNT
NFKB1	CEBPB
CEBPB	CIITA
CIITA	NFYA
CIITA	NFYB
CIITA	NFYC
CIITA	RFX5
CIITA	RFXAP
CIITA	RFXANK
PRKACA	GLI1
PRKACA	GLI2
PRKACA	GLI3
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
NFKB1	TP53
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
CREB3L1	PDYN
NFKB1	XIAP
RELA	BIRC8
RELA	BIRC2
GLI1	WNT16
GLI1	WNT2
GLI1	WNT7A
GLI1	WNT7B
GLI1	WNT9A
GLI2	WNT16
GLI2	BMP2
TP53	GADD45A
EGR2	FASLG
IRF7	IFNB1
MAPK10	JUN
CREBBP	ALDOA
CREBBP	ANGPT2
CREBBP	PFKFB3
EP300	ALDOA
EP300	ANGPT2
EP300	PFKFB3
HIF1A	ALDOA
HIF1A	ANGPT2
HIF1A	PFKFB3
MITF	TYR
CREB3L2	MITF
TCF7	MITF
FOS	MMP1
NFKB1	TRAF4
RELA	MYB
PPARD	LPL
RXRA	EHHADH
RXRB	CYP7A1
RXRB	CYP27A1
RXRB	DBI
RXRB	ACSL1
RXRB	ACSL3
RXRB	OLR1
RXRB	PCK1
RXRG	SLC27A4
RXRG	CPT1C
RXRG	CPT1A
RXRG	CYP8B1
RXRG	CYP27A1
RXRG	ACSL4
RXRG	ACSL6
RXRG	APOC3
RXRG	AQP7
RXRG	PDPK1
RXRG	PLIN1
IRF7	IFNA21
JUN	IL6
JUN	CCL4L1
NFKB1	IL12B
CEBPA	PER2
SPI1	ITGAM
CREB1	HLA-DPB1
NFYA	LOC101060835
NFYC	HLA-DQA2
RFXAP	HLA-DPB1
RFXAP	HLA-DQA1
RFXAP	HLA-DQB1
RFXAP	HLA-DRA
RFXAP	HLA-DRB4
ATF1	BCL2
ATF2	CGA
NFKB2	EGFR
PPARG	EGFR
SP1	EGFR
CREB1	ERBB2
ELK1	ERBB2
CREB1	JUN
NFIC	JUN
SP1	JUN
NFKB1	KLK3
SP1	KRT5
SP1	LDHA
PPARA	LIPA
PPARD	LIPA
ETS1	LYZ
SP3	MAT2B
RARA	MIF
JUN	NFKB2
RARB	S100A9
SPI1	SCARB1
JUN	SFTPA1
SP1	TAF7
JUN	TFF1
CREB1	TH
CEBPA	TK1
EGR1	TNF
SMAD2	TNNC1
SP1	TPI1
SP1	TTR
ERG	VWF
