HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	JUN
HRAS	MAPK1
MAPK1	CREB1
MAPK1	MYC
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
MAPK1	STAT1
MAPK1	SMAD2
SMAD2	SP1
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
PIK3R5	GSK3B
GSK3B	GLI1
GSK3B	GLI2
GSK3B	GLI3
MAPK1	STAT3
MAPK1	ETS1
HRAS	FOS
CREB5	PDYN
GLI1	HHIP
GLI1	WNT5B
RBPJ	CR2
MAPK8	JUN
MAPK9	SMAD4
CREBBP	ANGPT4
CREBBP	PFKFB2
EP300	ANGPT4
EP300	PFKFB2
HIF1A	ANGPT4
HIF1A	PFKFB2
NFKB1	TRAF2
NFKB2	ICAM1
RELB	CCL13
PIK3CA	AKT1
PIK3R1	AKT3
RBPJL	PTCRA
EPAS1	VEGFC
IRF8	IL12A
CREB1	BCL2
PPARA	APOA1
PPARA	ACOX1
PPARG	OLR1
PPARG	UCP1
SP1	CAV1
SP1	CD14
NFIC	CGA
TFAP2A	CGA
TP53	CHEK1
CREB1	ERBB2
ELK1	ERBB2
ETS1	FOSL1
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
ESR1	JUN
SP3	LCAT
NFKB1	MAT2A
ETV4	PTGS2
PPARD	SERPINE1
USF2	SERPINE1
ATF1	TG
ATF1	TH
ETS1	TNNC1
NFKB1	TNNC1
PAX1	VHL
ETV4	VIM
