GABRA1	PRKCD
PRKCD	STAT3
STAT3	NFKB1
STAT3	RELA
PRKCD	EP300
EP300	FOS
STAT3	HIF1A
STAT3	NFKB2
GABRA3	SDCBP2
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	RELA
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	FOS
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
TRAF6	STAT3
GABRA4	APP
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
APP	MAPK7
MAPK7	FOS
APP	MCM7
MCM7	HIF1A
APP	HGS
HGS	TSG101
TSG101	NFKB2
CHRNA4	YWHAH
YWHAH	YWHAZ
YWHAZ	COPS5
COPS5	NFKB1
YWHAZ	PRMT5
PRMT5	RELA
YWHAH	ABL1
ABL1	FOS
YWHAZ	CTNNB1
CTNNB1	HIF1A
YWHAZ	TNFAIP3
TNFAIP3	NFKB2
CHRNA7	FYN
FYN	BCL3
BCL3	NFKB1
FYN	NR3C1
NR3C1	RELA
BCL3	FOS
FYN	CTNNB1
BCL3	NFKB2
GRIA2	GRIP1
GRIP1	HDAC1
HDAC1	NFKB1
GRIP1	CREBBP
CREBBP	RELA
CREBBP	FOS
GRIA2	SDCBP
SDCBP	TRAF6
SDCBP	SIAH1
SIAH1	STAT3
GRIK2	DLG1
DLG1	BTRC
BTRC	NFKB1
BTRC	RELA
GRIK2	DLG3
DLG3	RPS6KA4
RPS6KA4	FOS
GRIK2	SDCBP
BTRC	NFKB2
GABRB1	NOD1
NOD1	COPS6
COPS6	NFKB1
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	ABL1
NOD1	PSMA7
PSMA7	HIF1A
UBC	TSG101
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	RELA
GSK3B	BCL3
TRAK2	PRKAB2
PRKAB2	GNB2L1
GNB2L1	HIF1A
PRKAB2	REL
REL	NFKB2
GABRB3	MEOX2
MEOX2	RELA
RELA	NFKB1
RELA	FOS
RELA	HIF1A
RELA	NFKB2
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	VCP
VCP	NFKB2
GABRE	HLA-A
HLA-A	STAT3
GABRE	ALG9
ALG9	XBP1
XBP1	FOS
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	FOS
GABARAP	SQSTM1
SQSTM1	HIF1A
TAX1BP1	TNFAIP3
NFKB1	BIRC3
RELA	BIRC3
HIF1A	VEGFB
NFKB1	HIF1A
RELA	HIF1A
NFKB2	CCL19
NFKB1	VEGFB
RELA	VEGFB
FOS	VEGFB
NFKB2	BIRC3
FOS	IL12A
NFKB1	IL12A
RELA	IL12A
NFKB1	CEBPB
NFKB1	CEBPG
RELA	CEBPB
RELA	CEBPG
HIF1A	MDK
FOS	NQO1
