HTR2A	CBL
CBL	SMAD3
SMAD3	CEBPA
ADRA2A	UCHL1
UCHL1	CDK4
CDK4	CEBPA
HTR2C	DLG4
DLG4	MDM2
MDM2	CDKN1A
CDKN1A	CEBPA
OPRK1	SIAH2
SIAH2	KAT5
KAT5	CEBPA
ADRA2C	UCHL1
HTR7	CUL3
CUL3	ATF2
ATF2	CEBPA
ADRA1B	AP2M1
AP2M1	HSPA8
HSPA8	UBE3A
UBE3A	CEBPA
ADRA1D	GOPC
GOPC	CDC42
CDC42	KAT5
DRD2	FLNA
FLNA	LMNA
LMNA	KAT5
DRD3	GIPC1
GIPC1	MCM7
MCM7	UBE3A
SLC6A2	SNCA
SNCA	MAPK8
MAPK8	CEBPA
SLC6A4	SNCA
SLC6A3	TGFB1I1
TGFB1I1	SMAD3
HTR2B	AGTR1
AGTR1	ARRB2
ARRB2	C1QBP
C1QBP	CEBPA
DRD1	RANBP9
RANBP9	APP
APP	MAPK8
DRD5	GNA12
GNA12	APP
ADRB1	ARRB2
ADRB2	C1QBP
CEBPA	TWF2
