HTR2A	CBL
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
GRB2	HSP90AA1
HSP90AA1	NFIC
CBL	SMAD3
SMAD3	JUN
DRD2	FLNA
FLNA	LMNA
LMNA	RB1
RB1	TFAP2A
DRD2	CALM1
CALM1	HSP90AA1
FLNA	RBM39
RBM39	JUN
DRD3	GIPC1
GIPC1	SH3BP4
SH3BP4	TFAP2A
DRD3	EPB41L1
EPB41L1	COPS3
COPS3	HSP90AA1
EPB41L1	COPS5
COPS5	JUN
DRD4	ARRB2
ARRB2	NPM1
NPM1	TFAP2A
DRD4	GRB2
ARRB2	MAP2K4
MAP2K4	JUN
ADRA1B	AP2M1
AP2M1	EPS15
EPS15	TFAP2A
AP2M1	EEF1A1
EEF1A1	HSP90AA1
AP2M1	AP1G1
AP1G1	JUN
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	EP300
MDFI	VHL
VHL	HSP90AA1
MDFI	PIN1
PIN1	JUN
ADRA2A	GNAI2
GNAI2	NPM1
ADRA2A	UCHL1
UCHL1	HSP90AA1
GNAI2	ITCH
ITCH	JUN
ADRA2B	UCHL1
UCHL1	TP53
TP53	TFAP2A
UCHL1	UBE2I
UBE2I	JUN
ADRA2C	UCHL1
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
HTR2C	CALM1
HTR2C	DLG4
DLG4	MDM2
MDM2	JUN
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	GNAI2
GNAI3	YWHAQ
YWHAQ	SMURF1
SMURF1	NFIC
S1PR1	TRIP6
TRIP6	CREB5
CREB5	JUN
DRD1	RANBP9
RANBP9	APP
APP	MYC
MYC	TFAP2A
RANBP9	ESR1
ESR1	SMURF1
RANBP9	NR3C1
NR3C1	JUN
PIK3R1	AKT3
RFXANK	LOC100509457
RFXANK	LOC101060835
E2F4	CAV1
SP1	CAV1
