HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	HSPA4
HSPA4	NFKB1
ADRA2A	UCHL1
UCHL1	CTNNB1
UCHL1	COPS5
COPS5	NFKB1
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
CALM1	DCUN1D1
DCUN1D1	NFKB1
OPRK1	SIAH1
SIAH1	STAT3
STAT3	SP1
STAT3	NFKB1
ADRA2C	UCHL1
HTR7	CUL3
CUL3	CTNNB1
CUL3	NFKB1
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	CLTC
CLTC	EP300
EP300	NFKB1
ADRA1D	DTNA
DTNA	NUP62
NUP62	SP1
ADRA1D	GOPC
GOPC	RELA
RELA	NFKB1
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	FLNA
FLNA	REL
REL	NFKB1
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	SP1
DRD3	EPB41L1
EPB41L1	COPS5
SLC6A2	SNCA
SNCA	MAPK8
MAPK8	SP1
SNCA	HSPA4
SLC6A4	SNCA
SLC6A3	TGFB1I1
TGFB1I1	SMAD3
SMAD3	SP1
TGFB1I1	NR3C1
NR3C1	NFKB1
HTR2B	AGTR1
AGTR1	MAPK1
MAPK1	SP1
AGTR1	ARRB2
ARRB2	NFKBIA
NFKBIA	NFKB1
DRD1	RANBP9
RANBP9	ESR1
RANBP9	NR3C1
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	SP1
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
ADRB1	ARRB2
ARRB2	MAPK1
ADRB2	STAT3
MAPK11	IL8
NFYC	HLA-DQA2
MAPK11	IL12B
SP1	MAT2B
