GABRA1	PRKCD
PRKCD	STAT3
STAT3	NFKB1
STAT3	RELA
PRKCD	EP300
EP300	ATF2
EP300	CEBPB
ADRA2B	UCHL1
UCHL1	COPS5
COPS5	NFKB1
UCHL1	TP53
TP53	RELA
ADRA2B	EIF2B1
EIF2B1	HNRNPL
HNRNPL	HMGA1
HMGA1	ATF2
HNRNPL	HNRNPK
HNRNPK	CEBPB
GABRA3	SDCBP2
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SDCBP2	ZCCHC10
ZCCHC10	TP53
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
SDCBP2	PRPF40A
PRPF40A	HNRNPK
GABRA4	APP
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
APP	MAPK8
GSK3B	CEBPB
GABRB1	NOD1
NOD1	COPS6
COPS6	NFKB1
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	CUL3
CUL3	ATF2
NOD1	CASP8
CASP8	CEBPB
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	RELA
GSK3B	SMAD3
SMAD3	ATF2
GABRB3	MEOX2
MEOX2	RELA
RELA	NFKB1
GABRB3	PRKCA
PRKCA	EP300
RELA	CEBPB
GABRD	UBQLN1
UBQLN1	APP
GABRE	HLA-A
HLA-A	STAT3
GABRE	BSCL2
BSCL2	ZDHHC17
ZDHHC17	ATF2
GABRE	CUX1
CUX1	BIN1
BIN1	MYC
MYC	CEBPB
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	CEBPB
STAT4	SOCS5
STAT5B	SOCS3
TFAP2C	ESR1
CREB1	F3
EGR1	IGF2
FLI1	IGFBP3
