HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	GRB2
GRB2	HSP90AA1
HSP90AA1	NFIC
GRB2	EP300
EP300	MITF
HSP90AA1	NR3C2
CBL	YWHAZ
YWHAZ	TP53
CBL	SMAD3
SMAD3	ATF2
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	CALM1
CALM1	HSP90AA1
DRD2	FLNA
FLNA	REL
REL	EP300
DRD2	PAWR
PAWR	CAND1
CAND1	NR3C2
FLNA	RANBP2
RANBP2	TP53
FLNA	LMNA
LMNA	PML
PML	ATF2
CREB3L3	BDNF
CREB5	FOSB
NR3C2	ATP1B1
STAT2	CCND2
STAT2	CCND3
STAT2	SOCS3
MAPK1	CDK4
RFX5	HLA-DRB4
MAPK12	TNF
RFXANK	LOC100509457
USF1	CALCA
USF2	CALCA
NFKB1	GADD45A
JUN	PLAT
ETS2	PLAU
JUN	POLA
