HTR2A	CBL
CBL	HSPA8
HSPA8	POU2F1
CBL	BAG1
BAG1	RARA
CBL	SMAD3
SMAD3	JUN
CBL	MAPK8
MAPK8	MYC
SMAD3	NCOA1
NCOA1	RARB
CBL	YWHAZ
YWHAZ	TP53
CBL	HSPA4
HSPA4	NFKB1
HSPA8	RELA
SMAD3	MAX
DRD2	FLNA
FLNA	LMNA
LMNA	LMNB1
LMNB1	POU2F1
DRD2	PAWR
PAWR	SQSTM1
SQSTM1	RARA
FLNA	RBM39
RBM39	JUN
DRD2	EPB41L1
EPB41L1	APP
APP	MYC
EPB41L1	COPS5
COPS5	NCOA1
FLNA	RANBP2
RANBP2	TP53
FLNA	REL
REL	NFKB1
REL	RELA
FLNA	DYNC1H1
DYNC1H1	MAX
RBPJ	FCER2
STAT5A	SOCS2
STAT6	CCND1
PIK3CD	AKT3
PIK3R1	PDPK1
RXRA	ACADL
NFYC	HLA-DRB5
STAT5A	EGFR
STAT5B	EGFR
RELA	FN1
ESR2	FOS
FLI1	FOS
STAT3	FOS
ETS2	FOSL1
SP1	FOSL1
POU5F1	HMGB2
BCL3	MYB
