HTR2A	CBL
CBL	MAPK14
MAPK14	ATF6
CBL	HSPA4
HSPA4	NFKB1
ADRA2A	UCHL1
UCHL1	UBC
UBC	ATF6
UCHL1	COPS5
COPS5	NFKB1
HTR2C	CALM1
CALM1	GTF2I
GTF2I	ATF6
CALM1	DCUN1D1
DCUN1D1	NFKB1
OPRK1	AUP1
AUP1	UBC
OPRK1	SIAH1
SIAH1	STAT3
STAT3	NFKB1
ADRA2C	UCHL1
HTR7	CUL3
CUL3	GTF2I
CUL3	NFKB1
ADRA1B	AP2M1
AP2M1	UBC
AP2M1	CLTC
CLTC	EP300
EP300	NFKB1
ADRA1D	AMFR
AMFR	UBC
ADRA1D	GOPC
GOPC	RELA
RELA	NFKB1
DRD2	CALM1
DRD2	FLNA
FLNA	REL
REL	NFKB1
DRD3	USP48
USP48	UBC
DRD3	EPB41L1
EPB41L1	COPS5
SLC6A2	SNCA
SNCA	UBC
SNCA	HSPA4
SLC6A4	SNCA
SLC6A3	SNCA
SLC6A3	TGFB1I1
TGFB1I1	NR3C1
NR3C1	NFKB1
HTR2B	AGTR1
AGTR1	ARRB2
ARRB2	UBC
ARRB2	NFKBIA
NFKBIA	NFKB1
DRD1	RANBP9
RANBP9	APP
APP	SYVN1
SYVN1	ATF6
RANBP9	NR3C1
DRD5	GNA12
GNA12	APP
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
ADRB1	ARRB2
ADRB2	MAPK14
ADRB2	STAT3
NFKB1	IER3
ATF6	XBP1
