ACHE	COL1A1
COL1A1	IGFBP3
IGFBP3	IGF1R
IGF1R	TP53
COL1A1	UBL4A
UBL4A	NCL
NCL	SP1
IGF1R	ESR1
IGFBP3	FN1
FN1	HDAC1
HDAC1	GLI1
HDAC1	GLI2
COL1A1	ITGB1
ITGB1	PRKCA
PRKCA	GLI3
UBL4A	HSPA2
HSPA2	MEOX2
MEOX2	PAX1
IGF1R	MDM2
MDM2	MYD88
UBL4A	C1QBP
C1QBP	CEBPA
UBL4A	SMN1
SMN1	RXRA
FN1	RARA
RARA	RXRB
RARA	RXRG
TP53	IRF7
UBL4A	HSP90AA1
HSP90AA1	PPARA
ITGB1	GNB2L1
GNB2L1	HIF1A
IGFBP3	CD44
CD44	EP300
EP300	USF2
UBL4A	NPM1
NPM1	TFAP2A
CREB5	FOS
NFKB1	BCL2L1
NFKB1	BIRC7
GLI1	PTCH1
GLI1	WNT5A
GLI1	WNT6
GLI1	WNT10A
GLI2	PTCH1
GLI2	HHIP
ARNTL	PER3
VDR	CALB1
EP300	NOS3
SOS1	BCL2L1
LEF1	MITF
EPAS1	SLC2A1
ETS1	MMP2
FOS	PGF
NFKB2	TRAF6
NFKB2	BIRC7
CREB1	MCL1
CREB3L4	MCL1
CREB3L2	BCL2
PPARA	EHHADH
PPARA	FABP1
PPARA	ME1
PPARA	SCP2
PPARD	ANGPTL4
PPARG	ACSL3
PPARG	ACSL4
PPARG	SCD
RXRA	NR1H3
RXRA	FABP1
RXRB	CYP4A11
RXRB	FABP1
RXRG	SORBS1
RXRG	CYP4A11
RXRG	DBI
MAPK1	IL1B
MAPK1	IL12A
MAPK8	IL1B
MAPK11	IL23A
MAPK13	IL6
MAPK13	IL12A
RFXANK	HLA-DRB3
E2F+P170	CCNA2
MYC	CCNB1
NFKB1	ICAM1
CEBPA	IL5
WT1	MYB
E2F4	MYC
MYC	MYC
USF1	PTPN6
SP1	RELA
TP53	RELA
RARB	S100A9
SPI1	SERPINB1
JUN	SERPINB2
SP1	SERPINE1
EGR1	SOD1
SP1	SOD1
CEBPB	TOP1
