GABRA1	PRKCD
PRKCD	STAT3
STAT3	NFKB1
STAT3	RELA
GABRA3	SDCBP2
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	RELA
GABRA4	APP
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
CHRNA4	YWHAH
YWHAH	YWHAZ
YWHAZ	COPS5
COPS5	NFKB1
YWHAZ	PRMT5
PRMT5	RELA
CHRNA7	FYN
FYN	BCL3
BCL3	NFKB1
FYN	NR3C1
NR3C1	RELA
GRIA2	GRIP1
GRIP1	HDAC1
HDAC1	NFKB1
GRIP1	CREBBP
CREBBP	RELA
GRIK2	DLG1
DLG1	BTRC
BTRC	NFKB1
BTRC	RELA
GABRB1	NOD1
NOD1	COPS6
COPS6	NFKB1
NOD1	RNF34
RNF34	TP53
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	RELA
GABRB3	MEOX2
MEOX2	RELA
RELA	NFKB1
GABRD	UBQLN1
UBQLN1	APP
GABRE	HLA-A
HLA-A	STAT3
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
RXRG	EHHADH
IRF7	IFNA8
CREB5	AQP2
NFAT5	PTGS2
