HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	HSPA4
HSPA4	NFKB1
CBL	SMAD3
SMAD3	JUN
CBL	GRB2
GRB2	EP300
EP300	EGR1
CTNNB1	CREBBP
CTNNB1	HIF1A
EP300	ARNT
CTNNB1	PPARG
CBL	SRC
SRC	RXRA
PPARG	RXRB
PPARG	RXRG
EP300	ARNTL
CBL	TRAF4
TRAF4	NPAS2
EP300	CLOCK
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	FLNA
FLNA	REL
REL	NFKB1
FLNA	RBM39
RBM39	JUN
CDKN2A	EGR1
REL	CREBBP
REL	EP300
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
DRD2	CALM1
CALM1	HSP90AA1
HSP90AA1	ARNT
FLNA	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
FLNA	LMNA
LMNA	PML
PML	RXRA
FLNA	RANBP2
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
PPP1R9B	PPP1CA
PPP1CA	ARNTL
DRD2	PAWR
PAWR	SHMT2
SHMT2	NPAS2
PPP1CA	CLOCK
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	SP1
DRD3	EPB41L1
COPS5	NFKB1
COPS5	JUN
GIPC1	OGT
OGT	RELA
RELA	EGR1
MCM7	HIF1A
HIF1A	CREBBP
DRD3	RDX
RDX	CTTN
CTTN	EP300
RB1	ARNT
RB1	PPARG
RELA	RXRA
GIPC1	MMS19
MMS19	THRB
THRB	RXRB
THRB	RXRG
MCM7	UBE3A
UBE3A	ARNTL
MMS19	RARA
RARA	NPAS2
OGT	PPP1CA
DRD4	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	MAP2K4
MAP2K4	JUN
DRD4	GRB2
ARRB2	CSK
CSK	CREBBP
DRD4	STUB1
STUB1	HIF1A
ARRB2	XRCC6
XRCC6	PPARG
MAPK1	RXRA
STUB1	NR3C1
NR3C1	RXRB
ARRB2	RPA1
RPA1	CUL1
CUL1	RXRG
EP300	NPAS2
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	CLTC
CLTC	EP300
EP300	NFKB1
AP2M1	AP1G1
AP1G1	JUN
AP2M1	APC
APC	CREBBP
EP300	HIF1A
SFPQ	PPARG
AP2M1	CSNK2B
CSNK2B	RXRA
SFPQ	NR3C1
AP2M1	CRY1
CRY1	ARNTL
CRY1	NPAS2
CSNK2B	CLOCK
HTR1D	HTR1B
HTR1B	MDFI
MDFI	VHL
VHL	SP1
MDFI	KAT5
KAT5	EP300
MDFI	PIN1
PIN1	JUN
MDFI	MYOD1
MYOD1	CREBBP
VHL	HIF1A
PIN1	PPARG
MDFI	NR1H2
NR1H2	RXRA
NR1H2	RXRB
NR1H2	RXRG
HTR1D	S1PR1
S1PR1	TRIP6
TRIP6	TEKT4
TEKT4	CLOCK
ADRA2A	UCHL1
UCHL1	CTNNB1
UCHL1	COPS5
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	JUN
UCHL1	TP53
TP53	EGR1
CTNNB1	EP300
UCHL1	HSP90AA1
UCHL1	UBE2I
UBE2I	RXRA
GNAI2	MDFI
GNAI2	TRIP6
TRIP6	AJUBA
AJUBA	RXRG
HSP90AA1	ARNTL
HSP90AA1	NPAS2
ADRA2B	UCHL1
UBE2I	JUN
ADRA2C	UCHL1
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
CALM1	DCUN1D1
DCUN1D1	NFKB1
HTR2C	DLG4
DLG4	MDM2
MDM2	JUN
DLG4	ACTN2
ACTN2	SNAI1
SNAI1	EGR1
ESR1	CREBBP
MDM2	EP300
MDM2	HIF1A
DLG4	PRKCA
DLG4	KCNA4
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
MDM2	CUL1
KCNA4	SIRT1
SIRT1	CLOCK
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
TRIP6	CREB5
CREB5	JUN
YWHAQ	PSMA3
PSMA3	EGR1
TRIP6	SRC
SRC	CREBBP
SMAD3	EP300
SMAD3	HIF1A
YWHAQ	NCOA1
NCOA1	ARNT
GNAI3	XPO1
XPO1	PPARG
HTR1A	HTR1D
GNAI3	YWHAH
YWHAH	PPP1CA
RXRA	NPAS2
DRD1	RANBP9
RANBP9	ESR1
RANBP9	NR3C1
NR3C1	NFKB1
NR3C1	JUN
ESR1	EP300
ESR1	HIF1A
NR3C1	PPARG
RANBP9	UBE2I
RANBP9	THRB
RANBP9	DYRK1B
DYRK1B	ARNTL
RANBP9	PPP1CC
PPP1CC	CLOCK
GLI3	WNT11
NR1H4	SLC51A
SMAD2	CDKN1A
ATF6B	PCNA
CREBBP	ENO2
EP300	ENO2
HIF1A	ENO2
MYC	MMP2
NFKB1	NOS2
ATF2	MCL1
FOXO3	G6PC
PPARA	ANGPTL4
PPARA	ACOX2
PPARG	SCD5
RXRA	CPT1C
MAPK1	IL12B
CREB5	AQP2
USF1	APOC3
USF2	APOC3
SP3	CYP1A1
JUND	IVL
ATF1	JUN
CREB1	JUN
ERG	JUN
CREM	TH
ETV4	TIMP1
TFAP2A	TIMP1
