HTR2A	CBL
CBL	SMAD3
SMAD3	JUN
DRD2	FLNA
FLNA	RBM39
RBM39	JUN
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	CREB5
CREB5	JUN
HTR1B	MDFI
MDFI	PIN1
PIN1	JUN
HTR1D	HTR1B
HTR1E	MEOX2
MEOX2	RELA
RELA	JUN
HTR2C	DLG4
DLG4	MDM2
MDM2	JUN
HTR6	COPS5
COPS5	JUN
HTR7	CUL3
CUL3	ATF2
ATF2	JUN
DRD1	RANBP9
RANBP9	NR3C1
NR3C1	JUN
DRD5	GNA13
GNA13	PTK2B
PTK2B	VAV1
VAV1	JUN
DRD3	EPB41L1
EPB41L1	COPS5
DRD4	ARRB2
ARRB2	MAP2K4
MAP2K4	JUN
ADRA1B	AP2M1
AP2M1	AP1G1
AP1G1	JUN
ADRA1D	GOPC
GOPC	RELA
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	JUN
ADRA2B	UCHL1
UCHL1	UBE2I
UBE2I	JUN
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	AP1G1
CHRM2	SET
SET	NR3C1
CHRM3	SET
STAT1	EGFR
