HTR2A	CBL
CBL	SMAD3
SMAD3	JUN
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	MAPK8
MAPK8	MYC
SMAD3	MAX
CBL	GRB2
GRB2	TSG101
TSG101	NFKB2
CBL	EGFR
EGFR	STAT3
EGFR	STAT1
GRB2	EP300
EP300	ETS1
CBL	YWHAZ
YWHAZ	TP53
EP300	TFAP2A
CBL	SRC
SRC	RXRA
CBL	CTNNB1
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
CTNNB1	CREBBP
CTNNB1	HIF1A
EP300	ARNT
HTR2C	DLG4
DLG4	MDM2
MDM2	JUN
HTR2C	CALM1
CALM1	DCUN1D1
DCUN1D1	NFKB1
MDM2	RELA
CALM1	ESR1
ESR1	MYC
CALM1	TCF3
TCF3	MAX
DLG4	HGS
HGS	TSG101
DLG4	ERBB2
ERBB2	STAT3
HTR2C	MPDZ
MPDZ	KIT
KIT	STAT1
DLG4	ACTN2
ACTN2	SP100
SP100	ETS1
DLG4	ERBB4
ERBB4	TP53
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
DLG4	KCNA4
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
NR3C1	RXRB
MDM2	CUL1
CUL1	RXRG
ESR1	CREBBP
MDM2	EP300
MDM2	HIF1A
CALM1	HSP90AA1
HSP90AA1	ARNT
SLC6A4	SNCA
SNCA	MAPK8
MAPK8	JUN
SNCA	HSPA4
SNCA	HSPA8
SNCA	APP
APP	MYC
SNCA	DYNC1H1
DYNC1H1	MAX
SLC6A4	CANX
CANX	VCP
VCP	NFKB2
SNCA	PTK2
PTK2	STAT3
PTK2	STAT1
APP	MAPK7
MAPK7	ETS1
PTK2	TP53
MYC	TFAP2A
SNCA	MAPK1
MAPK1	RXRA
APP	AKAP13
AKAP13	RXRB
MAPK8	NR4A1
NR4A1	RXRG
SNCA	AKT1
AKT1	CREBBP
SNCA	CLTC
CLTC	EP300
MAPK1	HIF1A
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	CREB5
CREB5	JUN
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
TRIP6	UBE2C
UBE2C	RELA
S1PR1	WWP2
WWP2	SMAD7
SMAD7	MYC
WWP2	SMAD3
GNAI3	RAP1GAP
RAP1GAP	BTRC
BTRC	NFKB2
GNAI3	GNB2
GNB2	STAT3
GNAI3	XPO1
XPO1	STAT1
YWHAQ	NCOA3
NCOA3	ETS1
TRIP6	PTK2
GNAI3	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
TRIP6	SRC
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	NR1H2
NR1H2	RXRB
TRIP6	AJUBA
AJUBA	RXRG
SRC	CREBBP
SMAD3	EP300
SMAD3	HIF1A
YWHAQ	NCOA1
NCOA1	ARNT
SLC6A2	SNCA
SNCA	EEF1A1
EEF1A1	IKBKG
IKBKG	NFKB2
SLC6A2	ACTB
ACTB	EP300
SLC6A3	TGFB1I1
TGFB1I1	SMAD3
TGFB1I1	NR3C1
NR3C1	NFKB1
NR3C1	RELA
SLC6A3	PICK1
PICK1	EFNB1
EFNB1	MYC
NR3C1	NFKB2
NR3C1	STAT3
TGFB1I1	PTK2
NR3C1	TP53
SLC6A3	EPS15
EPS15	TFAP2A
SLC6A3	SNCA
SLC6A3	NEDD4
NEDD4	PPARG
SMAD3	CREBBP
SMAD3	PML
PML	ARNT
ADRA1B	AP2M1
AP2M1	AP1G1
AP1G1	JUN
AP2M1	CLTC
EP300	NFKB1
AP2M1	HSPA8
AP2M1	CSNK2B
CSNK2B	MYC
EP300	MAX
AP2M1	EEF1A1
EP300	STAT3
EP300	STAT1
AP2M1	BCR
BCR	TP53
AP2M1	EPS15
CSNK2B	RXRA
AP2M1	SFPQ
SFPQ	NR3C1
SFPQ	PPARG
AP2M1	APC
APC	CREBBP
EP300	HIF1A
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	JUN
ADRA2A	UCHL1
UCHL1	COPS5
COPS5	NFKB1
NPM1	RELA
UCHL1	CDK4
CDK4	MYC
UCHL1	HSP90AA1
HSP90AA1	MAX
GNAI2	NUCB1
NUCB1	REL
REL	NFKB2
ADRA2A	GNB1
GNB1	MTOR
MTOR	STAT3
MTOR	STAT1
UCHL1	UBE2I
UBE2I	ETS1
UCHL1	TP53
UBE2I	RXRA
GNAI2	MDFI
GNAI2	TRIP6
UCHL1	CTNNB1
CTNNB1	EP300
FOS	MMP9
MAPK9	JUN
CREBBP	GAPDH
CREBBP	PFKFB1
EP300	GAPDH
EP300	PFKFB1
HIF1A	GAPDH
HIF1A	PFKFB1
TEAD1	GLI2
TEAD4	AXIN1
STAT5A	SOCS4
STAT5A	CCND1
STAT5B	SOCS5
STAT6	MYC
VDR	SLC34A2
NFKB1	IL1B
NFKB1	PLAU
NFKB1	TRAF1
NFKB2	TNFSF13B
RELA	PTGS2
RELB	ICAM1
PIK3CD	AKT3
PIK3CG	PDPK1
PIK3R1	PDPK1
PIK3R3	PDPK1
RBPJ	HES5
TP53	RRM2B
TP53	SERPINB5
TP53	BAX
CREB1	BCL2
PPARA	ACOX1
PPARG	UCP1
RXRA	ACADL
RXRA	APOA1
RXRA	ACADM
RELA	FN1
ESR2	FOS
FLI1	FOS
ETS2	FOSL1
JUND	FOSL1
SP1	FOSL1
E2F4	HSP90B1
SP1	HSPA8
E2F1	MYB
