HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	GRB2
GRB2	HSP90AA1
HSP90AA1	PPARA
GRB2	EP300
EP300	USF2
EP300	EGR1
CBL	YWHAZ
YWHAZ	TP53
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	CALM1
CALM1	HSP90AA1
DRD2	FLNA
FLNA	REL
REL	EP300
CDKN2A	EGR1
FLNA	RANBP2
RANBP2	TP53
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	SP1
GIPC1	OGT
OGT	RELA
RELA	PPARA
RELA	USF2
RELA	EGR1
DRD3	EPB41L1
EPB41L1	COPS5
COPS5	TP53
DRD4	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	CDK3
CDK3	PPARA
DRD4	GRB2
DRD4	STUB1
STUB1	TP53
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	EEF1A1
EEF1A1	GADD45G
GADD45G	PPARA
AP2M1	CLTC
CLTC	EP300
AP2M1	BCR
BCR	TP53
HTR1D	HTR1B
HTR1B	MDFI
MDFI	VHL
VHL	SP1
MDFI	KAT5
KAT5	UBE2I
UBE2I	PPARA
KAT5	EP300
KAT5	TP53
ADRA2A	UCHL1
UCHL1	CTNNB1
UCHL1	UBE2I
ADRA2A	GNAI2
GNAI2	NPM1
NPM1	BRCA1
BRCA1	USF2
UCHL1	TP53
TP53	EGR1
ADRA2B	UCHL1
CTNNB1	EP300
ADRA2C	UCHL1
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
HTR2C	DLG4
DLG4	MDM2
MDM2	EP300
DLG4	ACTN2
ACTN2	SNAI1
SNAI1	EGR1
DLG4	ERBB4
ERBB4	TP53
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	NCOA1
NCOA1	PPARA
S1PR1	TRIP6
TRIP6	POM121
POM121	BRCA1
YWHAQ	PSMA3
PSMA3	EGR1
TRIP6	PTK2
PTK2	TP53
DRD1	RANBP9
RANBP9	ESR1
RANBP9	UBE2I
ESR1	EP300
ESR1	TP53
TP53	SERPINE1
TP53	STEAP3
PPARA	PLTP
EGR1	CD9
SP1	CD9
USF2	CEACAM1
EGR1	SERPINE1
PPARA	SERPINE1
SP1	SERPINE1
USF2	SERPINE1
