HTR2A	CBL
CBL	GRB2
GRB2	EP300
EP300	SP3
ADRA2A	GNAI2
GNAI2	SRSF1
SRSF1	PIAS1
PIAS1	SP3
HTR2C	CALM1
CALM1	ESR1
ESR1	SP3
OPRK1	SIAH1
SIAH1	PIAS1
ADRA2C	EIF2B1
EIF2B1	HNRNPL
HNRNPL	SFPQ
SFPQ	SP3
HTR7	CUL3
CUL3	RPA2
RPA2	SFPQ
ADRA1B	AP2M1
AP2M1	SFPQ
ADRA1D	GOPC
GOPC	RELA
RELA	SP3
DRD2	CALM1
DRD3	GIPC1
GIPC1	OGT
OGT	RELA
SLC6A2	ACTB
ACTB	EP300
SLC6A4	SNCA
SNCA	CLTC
CLTC	EP300
SLC6A3	TGFB1I1
TGFB1I1	SMAD3
SMAD3	EP300
HTR2B	AGTR1
AGTR1	ARRB2
ARRB2	SFPQ
DRD1	RANBP9
RANBP9	ESR1
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
ADRB1	ARRB2
ADRB2	STAT3
STAT3	EP300
JUN	PLAUR
