HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	MAPK1
MAPK1	SP1
ARRDC3	ITCH
ITCH	TP53
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRB2	AKT1
AKT1	CREB1
MAPK1	ATF2
TP53	ETS2
TRIM28	MYB
ARRB2	XRCC6
XRCC6	POU2F1
ITCH	JUN
JUN	CREB3
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	PTGES3
PTGES3	NR3C2
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	NPM1
NPM1	TFAP2A
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	NFKBIA
NFKBIA	ATF4
NFKBIA	NFKB1
ARRB2	CDK3
CDK3	PPARA
TP53	ETS1
ARRB2	POLR2E
POLR2E	FOS
ARRB2	PRMT5
PRMT5	RELA
NEDD4	PPARG
NEDD4	ERBB3
ERBB3	EGR1
CREB3L1	CRH
CREB3L1	BDNF
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	MYC
ESR1	TRPV5
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
HIF1A	PFKFB4
HIF1A	PFKL
STAT5A	SOCS2
STAT6	CCND1
HNF1A	HNF4A
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
EPAS1	PGF
NFKB1	IL18
NFYA	HLA-DOB
NFYC	HLA-DQA2
MAPK1	IL23A
MAPK9	TNF
RFXAP	HLA-DOA
RFXAP	HLA-DOB
NFIC	ADA
E2F4	CAV1
SP1	CAV1
SP1	CYP21A2
MYC	DDX18
CREB1	GH2
NFIC	GH2
POU2F2	HLA-DRA
POU5F1	HMGB2
JUND	IVL
ATF1	JUN
ATF2	JUN
CREB1	JUN
EGR1	JUN
ERG	JUN
TFAP2A	MMP2
JUND	PLAT
EGR1	PLAU
POU2F1	VWF
SMAD4	ZFP36
