HTR2A	CBL
CBL	CTNNB1
CTNNB1	HIF1A
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
HTR2C	DLG4
DLG4	MDM2
MDM2	HIF1A
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
SLC6A4	SNCA
SNCA	MAPK1
MAPK1	HIF1A
SNCA	APP
APP	MYC
MYC	TFAP2A
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	HIF1A
S1PR1	GNAI3
GNAI3	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
SLC6A2	SNCA
SLC6A2	ACTB
ACTB	EP300
SLC6A3	TGFB1I1
TGFB1I1	SMAD3
SLC6A3	EPS15
EPS15	TFAP2A
ADRA1B	AP2M1
AP2M1	CLTC
CLTC	EP300
EP300	HIF1A
AP2M1	EPS15
ADRA2A	UCHL1
UCHL1	CTNNB1
ADRA2A	GNAI2
CREBBP	SLC2A1
CREBBP	HKDC1
NFYC	LOC100509457
NFYC	LOC101060835
