HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	YWHAQ
YWHAQ	E2F1
ARRDC3	ADRB2
ADRB2	SHMT2
SHMT2	E2F2
TRIM28	E2F3
ARRB2	AKT1
AKT1	CREB1
ARRB2	MAPK1
MAPK1	SP1
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	PRMT5
PRMT5	RELA
ARRB2	TRAF6
TRAF6	MYD88
ARRDC3	ITCH
ITCH	JUN
ARRB2	POLR2E
POLR2E	FOS
ARRB2	CDK3
CDK3	PPARA
ARRDC3	NEDD4
NEDD4	PPARG
ITCH	TP53
ARRB2	CSNK2A1
CSNK2A1	ATF1
TP53	ETS1
ARRB2	XRCC6
XRCC6	POU2F1
TRIM28	IRF7
ARRB2	CAPN1
CAPN1	HIF1A
MAPK1	CEBPB
TP53	ETS2
ARRB2	NONO
NONO	SPI1
MAPK1	ATF2
GLI2	WNT6
GLI2	WNT7B
GLI2	WNT8B
TCF7L2	CCND1
TCF7L1	MYC
VDR	CALB1
CREBBP	TIMP1
SOS1	SPRED2
STAT4	SOCS1
STAT5B	CCND1
VDR	TRPV6
NFKB1	GADD45B
RELA	BCL2A1
RELB	CCL21
PIK3CD	AKT1
RXRA	PLIN1
RXRB	ACSL1
RXRB	ACSL4
RXRG	CYP8B1
RXRG	DBI
NFYA	HLA-DOB
MAPK1	IL23A
MAPK3	TNF
MAPK9	IL23A
MAPK9	TNF
RFXAP	LOC100507714
RFXAP	LOC100509457
RFXAP	LOC101060835
RFXAP	HLA-DMA
RFXAP	HLA-DOA
RFXAP	HLA-DOB
EGR1	CD9
SP1	CD9
MYC	CDC25A
E2F4	CDC45
E2F2	CDC45
SP1	CYP21A2
MYC	DDX18
USF2	GH2
JUN	GJA1
POU2F2	HLA-DRA
POU5F1	HMGB2
CREB1	IL2
POU2F1	IL2
MYB	MYC
MYBL2	MYC
PGR	MYC
POU2F1	MYC
SP1	SPN
ETS2	SPP1
JUN	SPP1
SMAD4	ZFP36
