GABRA1	PRKCD
PRKCD	STAT3
STAT3	JUN
STAT3	NFKB1
STAT3	RELA
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	JUN
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
ZCCHC10	TP53
TP53	RELA
GABRA4	APP
APP	MAPK8
MAPK8	JUN
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
CHRNA4	YWHAH
YWHAH	ABL1
ABL1	JUN
YWHAH	YWHAZ
YWHAZ	COPS5
COPS5	NFKB1
YWHAZ	PRMT5
PRMT5	RELA
CHRNA7	FYN
FYN	BCL3
BCL3	JUN
BCL3	NFKB1
FYN	NR3C1
NR3C1	RELA
GRIA2	SDCBP
SDCBP	MBD3
MBD3	JUN
GRIA2	GRIP1
GRIP1	HDAC1
HDAC1	NFKB1
GRIP1	CREBBP
CREBBP	RELA
GRIK2	SDCBP
GRIK2	DLG1
DLG1	BTRC
BTRC	NFKB1
BTRC	RELA
GABRB1	NOD1
NOD1	CASP9
CASP9	JUN
NOD1	COPS6
COPS6	NFKB1
NOD1	RNF34
RNF34	TP53
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	JUN
GSK3B	RELA
GABRB3	MEOX2
MEOX2	RELA
RELA	JUN
RELA	NFKB1
GABRD	UBQLN1
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	APP
GABRE	HLA-A
HLA-A	STAT3
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
STAT5A	SOCS2
STAT6	CCND1
E2F4	HSP90B1
