GABRA1	PRKCD
PRKCD	STAT3
STAT3	NFKB1
STAT3	RELA
PRKCD	EP300
EP300	E2F1
PRKCD	TP53
STAT3	PML
PML	E2F4
PRKCD	SP1
EP300	ETS1
PRKCD	ELAVL1
ELAVL1	E2F2
ELAVL1	E2F3
EP300	STAT5A
PRKCD	INSR
INSR	STAT5B
PRKCD	APP
APP	MYC
PRKCD	STAT1
PRKCD	YWHAG
YWHAG	YAP1
EP300	STAT2
STAT3	TRIM28
TRIM28	STAT4
STAT3	STAT6
EP300	SMAD3
INSR	TEAD1
EP300	GOLGA2
GOLGA2	TEAD4
E2F1	TEAD3
SP1	POU2F1
STAT3	JUN
EP300	FOS
EP300	RARA
EP300	CREB1
STAT3	NCOA1
NCOA1	RARB
NCOA1	RARG
E2F1	SP4
STAT3	NFKB2
EP300	SMAD4
PRKCD	HSP90AA1
HSP90AA1	PPARA
EP300	PPARG
GABRA3	SDCBP2
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	RELA
ZNF581	KDM1A
KDM1A	E2F1
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
CEBPA	E2F4
TP53	SP1
TP53	ETS1
BEND7	TRIM27
TRIM27	RB1
RB1	E2F2
RB1	E2F3
SDCBP2	PRPF38A
PRPF38A	CSNK2B
CSNK2B	STAT5A
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	NTRK1
NTRK1	STAT5B
SDCBP2	C1orf35
C1orf35	APP
TRAF6	STAT3
TIFA	IRAK1
IRAK1	STAT1
ZCCHC10	PIN1
PIN1	YAP1
STAT1	STAT2
TRIM27	PIAS2
PIAS2	STAT4
ZCCHC10	EEF1A1
EEF1A1	STAT6
TP53	SMAD3
TRIM27	TEAD4
TEAD4	TEAD1
C1QBP	PHB2
PHB2	TEAD3
SDCBP2	PRPF40A
PRPF40A	XRCC6
XRCC6	POU2F1
PIN1	JUN
PRPF40A	UBE2I
UBE2I	FOS
PIN1	RARA
TP53	CREB1
CEBPA	RARB
SDCBP2	PRR13
PRR13	LNX1
LNX1	ACY3
ACY3	RARG
PIN1	FOXP2
FOXP2	SP4
ZCCHC10	SNIP1
SNIP1	SMAD4
UBE2I	PPARA
PIN1	PPARG
GABRA4	APP
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
APP	KAT5
KAT5	E2F1
APP	MAPK8
MAPK8	TP53
EEF1D	HCFC1
HCFC1	E2F4
MAPK8	SP1
APP	MAPK7
MAPK7	ETS1
APP	PSEN2
PSEN2	ELAVL1
APP	SHC1
SHC1	STAT5A
SHC1	STAT5B
MAPK8	STAT3
APP	HDAC4
HDAC4	STAT1
APP	TAF6
TAF6	YAP1
ELAVL1	STAT2
MAPK8	PIAS2
APP	HGS
HGS	AHCYL1
AHCYL1	STAT6
GSK3B	SMAD3
HGS	INSR
APP	MCM7
MCM7	TRIM27
APP	HSPA8
HSPA8	POU2F1
MAPK8	JUN
MAPK7	FOS
APP	PHF8
PHF8	RARA
KAT5	CREB1
MAPK8	CEBPA
MAPK8	NCOA3
NCOA3	RARG
