HTR2A	CBL
CBL	CTNNB1
CTNNB1	PPARG
CTNNB1	SP1
CBL	EGFR
EGFR	STAT3
DRD2	FLNA
FLNA	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	PAWR
PAWR	STAT1
STAT1	STAT3
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	PPARG
RB1	SP1
RB1	STAT3
DRD4	ARRB2
ARRB2	XRCC6
XRCC6	PPARG
ARRB2	MAPK1
MAPK1	SP1
ARRB2	CAPN1
CAPN1	STAT3
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	PPARG
SFPQ	SP1
AP2M1	CLTC
CLTC	EP300
EP300	STAT3
HTR1D	HTR1B
HTR1B	MDFI
MDFI	PIN1
PIN1	PPARG
MDFI	VHL
VHL	SP1
MDFI	MYOD1
MYOD1	STAT3
ADRA2A	UCHL1
UCHL1	CTNNB1
ADRA2A	GNB1
GNB1	MTOR
MTOR	STAT3
ADRA2B	UCHL1
UCHL1	HSP90AA1
HSP90AA1	STAT3
ADRA2C	UCHL1
HTR2C	DLG4
DLG4	PRKCA
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
DLG4	ERBB2
ERBB2	STAT3
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	XPO1
XPO1	PPARG
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
GNAI3	GNB2
GNB2	STAT3
DRD1	RANBP9
RANBP9	NR3C1
NR3C1	PPARG
RANBP9	ESR1
ESR1	STAT3
NFKB2	TNFSF13B
NFKB1	TRAF5
LEF1	PPARD
TCF7	JUN
POU2F2	IL5
SPI1	IL5
