HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	SMAD3
SMAD3	PAX6
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	SRC
SRC	RXRA
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
CBL	YWHAZ
YWHAZ	TP53
CBL	GRB2
GRB2	EP300
EP300	ETS1
HSPA8	POU2F1
CTNNB1	PPARD
GRB2	HSP90AA1
HSP90AA1	PPARA
SMAD3	CEBPA
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	CALM1
CALM1	AR
AR	PAX6
DRD2	FLNA
FLNA	REL
REL	NFKB1
REL	RELA
FLNA	LMNA
LMNA	PML
PML	RXRA
FLNA	RANBP2
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
RANBP2	TP53
FLNA	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
REL	EP300
LMNA	LMNB1
LMNB1	POU2F1
CALM1	HSP90AA1
HSP90AA1	PPARD
LMNA	KAT5
KAT5	CEBPA
GRIA2	GRIP1
GRIP1	CTNNB1
GRIA2	SDCBP
SDCBP	SIAH1
SIAH1	HIPK2
HIPK2	PAX6
GRIP1	HDAC1
HDAC1	NFKB1
GRIP1	CREBBP
CREBBP	RELA
SDCBP	TRIM32
TRIM32	RXRA
GRIP1	PPARG
TRIM32	TP53
GRIA2	RAB11A
RAB11A	TDP2
TDP2	ETS1
SDCBP	EPRS
EPRS	POU2F1
SIAH1	UBE2I
UBE2I	PPARA
GRIP1	VDR
VDR	CEBPA
GRIA3	GRIP1
GRIA3	SDCBP
CREBBP	ETS1
GLI3	PTCH1
JUN	FIGF
ATF4	BCL2
PPARD	ACADL
RXRA	CYP27A1
NFYC	LOC100507709
RFXANK	HLA-DRB5
RFXANK	CD74
CEBPB	ALB
SP1	ALDH3A1
JUN	ALDOA
SP1	ALDOA
POU2F1	ALDOC
SMAD1	ANKRD1
ETS2	CDK1
ATF2	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CYP11A1
TFAP2A	HMOX1
RELA	IL2
JUN	TFPI2
