HTR2A	CBL
CBL	CTNNB1
CTNNB1	CREBBP
CBL	GRB2
GRB2	EP300
DRD2	FLNA
FLNA	REL
REL	CREBBP
REL	EP300
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	SRC
SRC	CREBBP
S1PR1	WWP2
WWP2	SMAD3
SMAD3	EP300
HTR1B	MDFI
MDFI	MYOD1
MYOD1	CREBBP
MDFI	KAT5
KAT5	EP300
HTR1D	HTR1B
HTR1E	PSMC4
PSMC4	RBBP4
RBBP4	CREBBP
HTR1E	MEOX2
MEOX2	RELA
RELA	EP300
HTR2C	CALM1
CALM1	ESR1
ESR1	CREBBP
HTR2C	DLG4
DLG4	MDM2
MDM2	EP300
HTR6	CLTC
CLTC	EP300
EP300	CREBBP
HTR7	CUL3
CUL3	CTNNB1
CUL3	GRB2
DRD1	RANBP9
RANBP9	ESR1
ESR1	EP300
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	CREBBP
MAP3K5	EP300
DRD3	GIPC1
GIPC1	MCM7
MCM7	HIF1A
HIF1A	CREBBP
DRD3	RDX
RDX	CTTN
CTTN	EP300
DRD4	ARRB2
ARRB2	CSK
CSK	CREBBP
DRD4	GRB2
ADRA1B	AP2M1
AP2M1	APC
APC	CREBBP
AP2M1	CLTC
ADRA1D	SNTB2
SNTB2	ABCA1
ABCA1	CREBBP
ADRA1D	DTNA
DTNA	ACTB
ACTB	EP300
ADRA2A	UCHL1
UCHL1	CTNNB1
CTNNB1	EP300
ADRA2B	UCHL1
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	RPS6KA5
RPS6KA5	CREBBP
RPS6KA5	EP300
CHRM2	SET
SET	NR3C1
NR3C1	CREBBP
SET	CCNB1
CCNB1	EP300
CHRM3	SET
CREB1	PCNA
CREBBP	CDKN1A
