GABRA1	PRKCD
PRKCD	SP1
PRKCD	EP300
EP300	ETS1
PRKCD	STAT3
STAT3	RELA
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
TP53	ETS1
TP53	RELA
GABRA4	APP
APP	MAPK8
MAPK8	SP1
APP	MAPK7
MAPK7	ETS1
APP	EEF1D
EEF1D	RELA
CHRNA4	YWHAH
YWHAH	YWHAZ
YWHAZ	CTNNB1
CTNNB1	SP1
YWHAZ	TP53
YWHAZ	PRMT5
PRMT5	RELA
CHRNA7	FYN
FYN	CTNNB1
FYN	BCL3
BCL3	EP300
FYN	NR3C1
NR3C1	RELA
GRIA2	GRIP1
GRIP1	CTNNB1
GRIA2	RAB11A
RAB11A	TDP2
TDP2	ETS1
GRIP1	CREBBP
CREBBP	RELA
GRIK2	DLG1
DLG1	BTRC
BTRC	SP1
GRIK2	GRIP1
CREBBP	ETS1
BTRC	RELA
GABRB1	NOD1
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	RNF34
RNF34	TP53
GABRB2	TRAK2
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
TRAK2	GSK3B
GSK3B	TP53
GSK3B	RELA
GABRB3	MEOX2
MEOX2	RELA
RELA	SP1
GABRB3	PRKCA
PRKCA	EP300
GABRD	UBQLN1
UBQLN1	APP
GABRE	CUX1
CUX1	CCNA1
CCNA1	SP1
CUX1	SATB1
SATB1	EP300
GABRE	HLA-A
HLA-A	STAT3
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	SP1
GABARAP	ATG7
ATG7	EP300
GABARAP	KEAP1
KEAP1	RELA
MAPK3	IL12A
RFXANK	HLA-DRB5
RFXANK	CD74
NFATC4	PTGS2
ATF3	ASNS
