HTR2A	CBL
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	GRB2
GRB2	EP300
EP300	ETS1
DRD2	FLNA
FLNA	REL
REL	NFKB1
REL	RELA
REL	EP300
DRD3	EPB41L1
EPB41L1	COPS5
COPS5	NFKB1
DRD3	GIPC1
GIPC1	OGT
OGT	RELA
GIPC1	ACTN1
ACTN1	PIAS4
PIAS4	ETS1
DRD4	ARRB2
ARRB2	NFKBIA
NFKBIA	NFKB1
DRD4	STUB1
STUB1	RELA
DRD4	GRB2
ADRA1B	AP2M1
AP2M1	CLTC
CLTC	EP300
EP300	NFKB1
AP2M1	HSPA8
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	EP300
KAT5	RELA
ADRA2A	UCHL1
UCHL1	COPS5
ADRA2A	GNAI2
GNAI2	NPM1
NPM1	RELA
UCHL1	UBE2I
UBE2I	ETS1
ADRA2B	UCHL1
UCHL1	TP53
TP53	RELA
ADRA2C	UCHL1
HTR2C	CALM1
CALM1	DCUN1D1
DCUN1D1	NFKB1
HTR2C	DLG4
DLG4	MDM2
MDM2	RELA
DLG4	ACTN2
ACTN2	SP100
SP100	ETS1
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
S1PR1	TRIP6
TRIP6	UBE2C
UBE2C	RELA
YWHAQ	NCOA3
NCOA3	ETS1
DRD1	RANBP9
RANBP9	NR3C1
NR3C1	NFKB1
RANBP9	ESR1
ESR1	RELA
RANBP9	UBE2I
RXRG	EHHADH
IRF7	IFNA8
MYB	CDK1
ATF1	CALCA
