AR	PRKACA
PRKACA	MAPK1
MAPK1	JUN
PRKACA	NFKB1
PRKACA	RELA
MAPK1	STAT1
NFKB1	TP53
MAPK1	FOS
MAPK1	ETS1
PRKACA	CREBBP
PRKACA	EP300
NFKB1	HIF1A
CREBBP	ARNT
ETS1	SPI1
NFKB1	TRAF3
TRAF3	TBK1
TBK1	REL
MAPK1	STAT3
PRKACA	CREB1
PRKACA	XBP1
XBP1	CEBPA
MAPK1	ELK1
ELK1	EGR1
CREBBP	STAT5A
CREBBP	STAT5B
CREBBP	STAT4
NFKB1	CEBPB
CREBBP	EPAS1
ATF6B	FOS
ATF4	FOS
ATF2	IL8
MAPK9	JUN
CREBBP	CDKN1B
CREBBP	PFKFB1
EP300	CDKN1B
EP300	PFKFB1
HIF1A	CDKN1B
HIF1A	PFKFB1
STAT5A	SOCS7
STAT6	SOCS4
NFKB1	IL1B
NFKB1	PLAU
NFKB1	TRAF1
NFKB2	TNFSF13B
RELA	NFKBIA
RELB	ICAM1
PIK3CA	AKT3
PIK3CG	PDPK1
RXRA	UBC
RXRB	GK2
RXRB	ACADM
NFYC	LOC100507714
NFYC	LOC100509457
RFX5	LOC100507709
SP1	ADH6
CEBPA	ADH7
HIF1A	ADM
TFAP2A	ADM
CREB1	ADRA1A
SP1	ADRA1A
TFAP2A	ADRA1A
JUN	ALDOA
SP1	ALDOA
POU2F1	ALDOC
SMAD1	ANKRD1
SMAD3	ANKRD1
E2F1	APAF1
TP53	APCS
SP1	APEX1
EGR1	APOA1
SP3	APOA1
USF1	APOA2
CEBPA	APOB
ATF2	APOC3
RELA	ELF3
ATF2	INS
SP1	ITGA2
SP1	RPL15
SP1	SERPINE1
ETV4	SPP1
PAX8	TG
SMAD3	TIMP1
JUN	TNNC1
PAX2	TP53
ERG	VIM
