HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
MAPK1	ELK1
NFKB1	NFKB2
HRAS	MAPK14
MAPK14	CEBPB
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	ATF2
HRAS	JUN
MAPK1	ETS1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
MAPK1	CREB1
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	FOS
MAPK1	MYC
CREB3	FOSB
CREB1	FOSB
ATF6B	ARC
ATF4	ARC
TP53	GADD45G
JUN	RELA
CREB1	PCNA
ATF6B	PCNA
CREBBP	CDKN1A
CREBBP	ENO2
EP300	CDKN1A
EP300	ENO2
HIF1A	CDKN1A
HIF1A	ENO2
HIF1A	TFRC
ARNT	BCL2
ARNT	VEGFA
STAT3	HIF1A
YAP1	ID1
YAP1	AREGB
WWTR1	BIRC5
SMAD2	SERPINE1
SOS1	SPRY3
BBC3	TP53
RXRA	ACADM
MAPK1	IL6
RFXAP	LOC100509457
CREB3L2	AQP2
CREB3L3	AQP2
SP3	ABCA1
USF2	ABCA1
TFAP2A	CDKN1A
SP2	CEACAM1
USF1	CEACAM1
RELA	CSF2
RELA	CSF3
ETS1	CSNK2A1
NFKB1	CYP11A1
SP1	CYP11A1
ETV4	ERBB2
STAT5A	IFNG
CEBPB	IGF2
TP53	IL8
CEBPA	ITGA2
BCL3	NFKB2
CREM	PLAT
SP1	RPL10
RARB	S100A8
ETS2	SPP1
POU2F2	SPP1
JUND	TIMP1
STAT3	TIMP1
NFKB1	TP53
TP53	TP53
