AR	PRKACA
PRKACA	XBP1
XBP1	CEBPA
PRKACA	CREBBP
CREBBP	SP1
PRKACA	NFKB1
NFKB1	CEBPB
PRKACA	RELA
PRKACA	MAPK1
MAPK1	STAT3
MAPK1	JUN
NFKB1	PPP2CA
PPP2CA	YAP1
PRKACA	CTNNB1
CTNNB1	LEF1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK1	FOS
PRKACA	CREB1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
MAPK1	ELK1
CREB3L3	FOSB
CREB5	BDNF
TFDP2	CCNE2
LEF1	MYC
TCF7	BIRC5
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
ARNT	EPO
ARNT	FIGF
ARNT	TF
ARNT	TIMP1
ARNT	HKDC1
RELA	HIF1A
YAP1	FGF1
YAP1	GLI2
YAP1	MYC
YAP1	CCND1
WWTR1	CTGF
WWTR1	FGF1
SMAD1	ID2
SMAD1	ID4
SMAD4	CTGF
SMAD4	ID2
TEAD3	CTGF
STAT5A	SOCS7
STAT6	SOCS4
RXRA	UBC
RXRB	GK2
RXRG	EHHADH
IRF7	IFNA8
MYD88	IFNA6
MYD88	IFNA13
MYD88	IFNA14
NFYC	LOC100507714
NFYC	LOC100509457
NFYC	LOC101060835
MAPK1	IL18
SP1	COL4A2
RELA	IL2
CEBPB	IL4
SPI1	NFKB1
EGR1	PLAU
ETS2	PLAU
ETS1	VWF
ETS2	VWF
NFIC	VWF
